stop_id,stop_code,stop_name,stop_lat,stop_lon,stop_url,wheelchair_boarding,location_type,parent_station
PA273,,PA273-Avenida Brasil / esq. Alameda,-33.44661749786653,-70.66470248680317,,0,,
PA274,,PA274-Almirante Latorre / esq. Sazié,-33.450072086099716,-70.66475159649215,,0,,
PA275,,PA275-Club Hípico / esq. Toesca,-33.45369310631532,-70.66507148972737,,0,,
PA276,,PA276-Parada 3 / Escuela de Ingeniería,-33.45627325828107,-70.66502140690295,,0,,
PA277,,PA277-Parada 2 / Avenida España - Blanco,-33.45770840759611,-70.66913228899061,,0,,
PA279,,PA279-San Alfonso / esq. Lincoln,-33.45942899955216,-70.6747329997532,,0,,
PA280,,PA280-San Alfonso / esq. Fray Luis de La Peña,-33.46255899998264,-70.67401000035689,,0,,
PA281,,PA281-San Alfonso / esq. Espiñeira,-33.46484399967276,-70.67345199951085,,0,,
PA282,,PA282-Antofagasta / esq. Bascuñán Guerrero,-33.466517311002576,-70.67191946057724,,0,,
PA283,,PA283-El Mirador / esq. Manuel de Amat,-33.46805700021427,-70.67018500024082,,0,,
PA284,,PA284-El Mirador / esq. Av. Gral. Rondizzoni,-33.47030499954375,-70.66809500032487,,0,,
PA285,,PA285-El Mirador / esq. Av. Pedro Montt,-33.473257359206826,-70.66532003826006,,0,,
PA286,,PA286-Club Hípico / esq. Av. Pedro Montt,-33.47323794666109,-70.66489761540151,,0,,
PH293,,PH293-Parada 3 / (M) P. Aguirre Cerda,-33.478379985457856,-70.66485400313537,,0,,
PH294,,PH294-Clotario Blest / esq. Av.Carlos Valdovinos,-33.479296252327536,-70.66929822196147,,0,,
PH295,,PH295-Clotario Blest / esq. José Backause,-33.482337000288815,-70.67076199979888,,0,,
PH296,,PH296-Clotario Blest / esq. 2 de Abril ,-33.4853559999335,-70.672251999744,,0,,
PH297,,PH297-Clotario Blest / esq. Ramona Parra,-33.488592133773075,-70.67382657446085,,0,,
PH298,,PH298-Clotario Blest / esq. 30 de Octubre,-33.4903271384149,-70.674693876165,,0,,
PH299,,PH299-Clotario Blest / esq. Av. Departamental,-33.49350671753031,-70.6762636916737,,0,,
PH300,,PH300-Clotario Blest / esq. Bombero Ossandón,-33.49720104050653,-70.67819876411282,,0,,
PH301,,PH301-Clotario Blest / esq. Huamalata,-33.49974000026649,-70.67953400053756,,0,,
PH302,,PH302-Parada 1 / Liceo Julio Chaná Cariola,-33.50220599964341,-70.68081000020541,,0,,
PH303,,PH303-Clotario Blest / esq. Avenida Lo Ovalle,-33.505661305678366,-70.68259255228642,,0,,
PH304,,PH304-Clotario Blest / esq. Pdte. A. López Mateo,-33.50851200018902,-70.68406099977734,,0,,
PH305,,PH305-Clotario Blest / esq. Pasaje 8 Sur,-33.512011467234416,-70.68517489373271,,0,,
PH1452,,PH1452-Parada 2 / Est. Lo Espejo,-33.51400399995838,-70.68561899979937,,0,,
PH306,,PH306-Clotario Blest / esq. Av.Pdte. S.Allende,-33.51606791118087,-70.68609482420958,,0,,
PH307,,PH307-Clotario Blest / esq. México,-33.51872100041334,-70.68667200051677,,0,,
PH308,,PH308-Pdte. López Mateos / esq. Payo,-33.52114609068396,-70.68381088043718,,0,,
PH309,,PH309-Pdte. López Mateos / esq. Acapulco,-33.5221309998584,-70.68055499988841,,0,,
PH310,,PH310-Av. Edo. Frei Montalva / esq. Saltillo,-33.52459835876903,-70.68025844390746,,0,,
PH1496,,PH1496-Av. J. J. Prieto Vial / esq. Av. A. Vespucio,-33.526075999611145,-70.67872599954309,,0,,
PH1497,,PH1497-Parada 3 / Cementerio Metropolitano,-33.52912599978658,-70.68032399968857,,0,,
PH288,,PH288-Parada 2 / Cementerio Metropolitano,-33.529993070451326,-70.68508967807897,,0,,
PH289,,PH289-Av. Américo Vespucio / esq. Unicornio,-33.52704500015073,-70.69123000051829,,0,,
PH290,,PH290-Av. Américo Vespucio / esq. Avenida Las Torres,-33.52443800026662,-70.69557800019932,,0,,
PH356,,PH356-Central / esq. Gil de Castro,-33.5240832213059,-70.69892498057158,,0,,
PH68,,PH68-Gabriela Mistral / esq. 9 de Enero,-33.52620100023148,-70.699644000241,,0,,
PG1635,,PG1635-Parada / Santa Margarita Altura del 2,-33.53567792340197,-70.70031199636966,,0,,
PG1706,,PG1706-Santa Margarita / esq. Avenida Lo Espejo,-33.534404922236874,-70.69894733350371,,0,,
PG422,,PG422-Avenida Lo Espejo / esq. Ferrari,-33.53485798953686,-70.69707890224011,,0,,
PH1476,,PH1476-Astaburuaga / esq. Av. A. Vespucio,-33.52800081087995,-70.69122285949919,,0,,
PH287,,PH287-Parada 1 / Cementerio Metropolitano,-33.530179999880545,-70.68598100042986,,0,,
PG268,,PG268-Av. J. J. Prieto Vial / esq. Italia,-33.52901200019813,-70.6796460003982,,0,,
PG269,,PG269-Av. J. J. Prieto Vial / esq. Isabel La Católica,-33.52602366948839,-70.67803100347048,,0,,
PG270,,PG270-Av. J. J. Prieto Vial / esq. Pdte. Adolfo López M,-33.52409800032307,-70.67711700044875,,0,,
PH318,,PH318-Pdte. López Mateos / esq. Paillanico,-33.522605999774335,-70.67873100033539,,0,,
PH319,,PH319-Pdte. López Mateos / esq. Sierra Madre,-33.52176961871434,-70.68135771562696,,0,,
PH320,,PH320-Pdte. López Mateos / esq. Tampico,-33.5207886197395,-70.68521302083234,,0,,
PH321,,PH321-Clotario Blest / esq. México,-33.519132000196876,-70.6866479996904,,0,,
PH322,,PH322-Clotario Blest / esq. Av.Pdte. S.Allende,-33.51654103919158,-70.68603897747545,,0,,
PH800,,PH800-Parada 3 / Est. Lo Espejo,-33.51357911838662,-70.68539631197581,,0,,
PH323,,PH323-Clotario Blest / esq. La Calera,-33.51237199988034,-70.68513599948898,,0,,
PH324,,PH324-Clotario Blest / esq. Pasaje 46,-33.508922999676365,-70.6840579998948,,0,,
PH325,,PH325-Clotario Blest / esq. Avenida Lo Ovalle,-33.50659299991878,-70.68296800053298,,0,,
PH326,,PH326-Parada 2 / Liceo Julio Chaná Cariola,-33.50288406105346,-70.68103848457548,,0,,
PH327,,PH327-Clotario Blest / esq. Pirihueico,-33.500189999878096,-70.679658000032,,0,,
PH328,,PH328-Clotario Blest / esq. Vecinal,-33.49812499981385,-70.67857300042488,,0,,
PH329,,PH329-Clotario Blest / esq. Av. Departamental,-33.49452157900531,-70.6766265002826,,0,,
PH330,,PH330-Clotario Blest / esq. Avenida La Marina,-33.49096000045159,-70.67489199947966,,0,,
PH331,,PH331-Clotario Blest / esq. Ramona Parra,-33.48894223088087,-70.67389239914957,,0,,
PH332,,PH332-Clotario Blest / esq. Salesianos,-33.48599900025553,-70.67241299987887,,0,,
PH333,,PH333-Clotario Blest / esq. Tartini,-33.48218899965162,-70.67057799966233,,0,,
PH334,,PH334-Clotario Blest / esq. Av.Carlos Valdovinos,-33.47916000025386,-70.66911399999915,,0,,
PH335,,PH335-Bascuñán Guerrero / esq. El Carmelo,-33.477724999833804,-70.67151299972134,,0,,
PA287,,PA287-Bascuñán Guerrero / esq. Siria,-33.47336200029614,-70.6715539995451,,0,,
PA9,,PA9-Parada 2 / Rondizzoni - Bascuñán,-33.46976005762061,-70.67158771282922,,0,,
PA10,,PA10-Bascuñán Guerrero / esq. Avenida El Mirador,-33.46676699988136,-70.67162799978051,,0,,
PA695,,PA695-Bascuñán Guerrero / esq. Espiñeira,-33.46486270625524,-70.67203580447138,,0,,
PA11,,PA11-Bascuñán Guerrero / esq. Fray De La Peña,-33.46268386580566,-70.67252180272425,,0,,
PA12,,PA12-Bascuñán Guerrero / esq. Av. Blanco Encalada,-33.458743791288235,-70.67347253707042,,0,,
PA289,,PA289-Parada 1 / Molina - Blanco,-33.45855899978815,-70.67241750685535,,0,,
PA291,,PA291-Avenida República / esq. Gay,-33.45580386995312,-70.66665130506622,,0,,
PA292,,PA292-Avenida República / esq. Gorbea,-33.453532000063774,-70.66716699977064,,0,,
PA293,,PA293-Avenida República / esq. Sazié,-33.451272000432404,-70.66770499995863,,0,,
PA294,,PA294-Parada 4 / (M) República,-33.44920305197307,-70.66811511947564,,0,,
PA817,,PA817-Av. Ricardo Cumming / esq. Romero,-33.44656102040349,-70.66760293448027,,0,,
PA295,,PA295-Av. Ricardo Cumming / esq. Moneda,-33.44403419668805,-70.66769742781597,,0,,
PA296,,PA296-Av. Ricardo Cumming / esq. Compañía de Jesús,-33.440605999613446,-70.66830100047126,,0,,
PA297,,PA297-Parada 1 / Plaza Brasil,-33.439980156700585,-70.66518042749773,,0,,
PA726,,PA726-Almirante Barroso / esq. Santo Domingo,-33.43757321962742,-70.66245651283747,,0,,
PA425,,PA425-Almirante Barroso / esq. San Pablo,-33.43493416907234,-70.66272197518423,,0,,
PA352,,PA352-Parada / Hospital Traumatológico,-33.434575529267434,-70.65924705016229,,0,,
PA601,,PA601-San Pablo / esq. Teatinos,-33.4344440094657,-70.65603086748891,,0,,
PA221,,PA221-Parada 10 / Estación Mapocho,-33.433980000410834,-70.65306300011439,,0,,
PA353,,PA353-Parada 4 / Mercado Central,-33.43417599968973,-70.64811100044427,,0,,
PA214,,PA214-Av. Pdte. Balmaceda / esq. Hnos. Amunátegui,-33.431884183100266,-70.65729366497042,,0,,
PA305,,PA305-Parada / Mercado de Anticuarios,-33.43023806836035,-70.66584185362754,,0,,
PA307,,PA307-Av. Ricardo Cumming / esq. Castillo,-33.43062199989295,-70.6694489997607,,0,,
PA308,,PA308-Av. Ricardo Cumming / esq. Andes,-33.43283199966471,-70.66924000034436,,0,,
PA309,,PA309-Av. Ricardo Cumming / esq. San Pablo,-33.43464300011161,-70.66906699952523,,0,,
PA310,,PA310-Av. Ricardo Cumming / esq. Santo Domingo,-33.43737900041198,-70.66882400022335,,0,,
PA724,,PA724-Av. Ricardo Cumming / esq. Catedral,-33.43895262739439,-70.66864098718885,,0,,
PA311,,PA311-Av. Ricardo Cumming / esq. Compañía de Jesús,-33.43991780705374,-70.66863064020953,,0,,
PA312,,PA312-Av. Ricardo Cumming / esq. Agustinas,-33.442092151905534,-70.6682046700485,,0,,
PA313,,PA313-Parada / Fantasilandia,-33.45977528264778,-70.6650226270369,,0,,
PA314,,PA314-Parada / Movistar Arena,-33.46197193025012,-70.66500297954717,,0,,
PA315,,PA315-Club Hípico / esq. Raimundo Larraín,-33.46617026839222,-70.66498244875376,,0,,
PA316,,PA316-Club Hípico / esq. Av. Gral. Rondizzoni,-33.47004357213924,-70.66492955982982,,0,,
PH336,,PH336-Club Hípico / esq. Félix Mendelssohn,-33.480855999729826,-70.6648240001751,,0,,
PH337,,PH337-Club Hípico / esq. Lago Ranco,-33.48287430347974,-70.66478791016164,,0,,
PH338,,PH338-Club Hípico / esq. Lago Pirihueico,-33.48502099974689,-70.66476400015142,,0,,
PH339,,PH339-Club Hípico / esq. Lago Calafquén,-33.486224000231914,-70.66475199971528,,0,,
PH340,,PH340-Club Hípico / esq. Salesianos,-33.48821799959765,-70.66564700045707,,0,,
PH341,,PH341-Club Hípico / esq. Angel Guarello,-33.490930000161526,-70.66743599980214,,0,,
PH342,,PH342-Club Hípico / esq. Avenida La Marina,-33.49276100039512,-70.66862999984825,,0,,
PH343,,PH343-Club Hípico / esq. Avenida Lazo,-33.49525100033604,-70.67026399990671,,0,,
PH344,,PH344-Club Hípico / esq. Av. Departamental,-33.497345039535745,-70.67165506517988,,0,,
PH345,,PH345-Club Hípico / esq. Vecinal,-33.49984499986316,-70.67307800024541,,0,,
PH346,,PH346-Club Hípico / esq. Chacao,-33.501136368734365,-70.67401411250104,,0,,
PH347,,PH347-Club Hípico / esq. Alhué,-33.50330112504318,-70.67547298636357,,0,,
PH255,,PH255-Avenida Lo Ovalle / esq. Los Cardenales,-33.50777299972678,-70.67927799967389,,0,,
PH349,,PH349-Avenida Lo Ovalle / esq. Av. Clotario Blest,-33.506318999911215,-70.68261799978627,,0,,
PH1478,,PH1478-Maipú / esq. Punto IV,-33.50732689808138,-70.68562344782087,,0,,
PH1516,,PH1516-Buenaventura / esq. Arturo Alessandri,-33.50812765406313,-70.6867777757863,,0,,
PH60,,PH60-Card. Raúl Silva H. / esq. Pasaje 3 Sur,-33.50826744101747,-70.69016689193897,,0,,
PH61,,PH61-Card. Raúl Silva H. / esq. Pasaje 7 Sur,-33.50992245599884,-70.69097523468004,,0,,
PH62,,PH62-Card. Raúl Silva H. / esq. Pasaje 11 Sur,-33.51158499991694,-70.69181100044538,,0,,
PH63,,PH63-Card. Raúl Silva H. / esq. Av.Pdte. S.Allende,-33.513730431695194,-70.69288333153916,,0,,
PH64,,PH64-Card. Raúl Silva H. / esq. Pasaje 20 Sur,-33.51584915856745,-70.6939171950943,,0,,
PH65,,PH65-Card. Raúl Silva H. / esq. Pasaje 23 Sur,-33.51711299986643,-70.69453799951904,,0,,
PH66,,PH66-Card. Raúl Silva H. / esq. Av. Frei Montalva,-33.51938150426833,-70.69564614981567,,0,,
PH352,,PH352-Av. Edo. Frei Montalva / esq. Guadalupe,-33.52043699982834,-70.69390500034626,,0,,
PH353,,PH353-Av. Edo. Frei Montalva / esq. Diag. Las Torres,-33.52154970052083,-70.69163183198451,,0,,
PH354,,PH354-Av. Diagonal Las Torres / esq. Saturno,-33.522557000360756,-70.6933340003125,,0,,
PH355,,PH355-Av. Diagonal Las Torres / esq. Av. A. Vespucio,-33.524101000059915,-70.69564100002843,,0,,
PG421,,PG421-Avenida Lo Espejo / esq. Pablo Neruda,-33.53332100026476,-70.70123600027337,,0,,
PH72,,PH72-Avenida Lo Espejo / esq. Gabriela Mistral,-33.53295100014495,-70.7019719998577,,0,,
PH1527,,PH1527-Juan F. González / esq. V. Pérez Rosales,-33.53143301836951,-70.70377533513677,,0,,
PH1487,,PH1487-Juan F. González / esq. Guillermo Labarca,-33.52994199993571,-70.70385999983812,,0,,
PH1488,,PH1488-Presidente Balmaceda / esq. Gabriela Mistral,-33.529151062529564,-70.70139103595464,,0,,
PH1513,,PH1513-Gil de Castro / esq. Avenida Central,-33.52478999974392,-70.69881200031294,,0,,
PH76,,PH76-Card. Raúl Silva H. / esq. Pegaso,-33.52211400004942,-70.6973550005172,,0,,
PH554,,PH554-Saturno / esq. Guadalupe,-33.522042999967226,-70.69502900026275,,0,,
PH361,,PH361-Av. Diagonal Las Torres / esq. Lebreles,-33.522511017309746,-70.6930738123288,,0,,
PH1631,,PH1631-Av. Diagonal Las Torres / esq. Av. Frei Montalva,-33.52171012011045,-70.69151632066871,,0,,
PH364,,PH364-Av. Edo. Frei Montalva / esq. Guadalupe,-33.52046927974015,-70.69358992700208,,0,,
PH704,,PH704-Av. Edo. Frei Montalva / esq. Avenida Central,-33.51958799965696,-70.69540900005464,,0,,
PH78,,PH78-Card. Raúl Silva H. / esq. Pasaje 23 Sur,-33.517607000192996,-70.6946410002143,,0,,
PH79,,PH79-Card. Raúl Silva H. / esq. Managua,-33.51629749170194,-70.69397987349431,,0,,
PH80,,PH80-Card. Raúl Silva H. / esq. Av.Pdte. S.Allende,-33.51416281298254,-70.69293687996003,,0,,
PH81,,PH81-Card. Raúl Silva H. / esq. Pasaje 14 Sur,-33.51324600003019,-70.69247900029828,,0,,
PH83,,PH83-Card. Raúl Silva H. / esq. Pasaje 7 Sur,-33.510351000159005,-70.69106499989962,,0,,
PH84,,PH84-Card. Raúl Silva H. / esq. Buenaventura,-33.50744100042779,-70.68961899974353,,0,,
PH365,,PH365-Maipú / esq. Juan Sierra Z.,-33.50669709854313,-70.685236109264,,0,,
PH366,,PH366-Avenida Lo Ovalle / esq. Inés de Suárez,-33.507524876805604,-70.68018888697719,,0,,
PH367,,PH367-Club Hípico / esq. Calle A,-33.5077190000688,-70.67823799993003,,0,,
PH368,,PH368-Club Hípico / esq. Melinka,-33.50594099971863,-70.6770969995542,,0,,
PH369,,PH369-Parada 2 / Plaza Miguel Dávila Carson,-33.50328092542549,-70.67534696914612,,0,,
PH370,,PH370-Club Hípico / esq. Avenida 3 Poniente,-33.501451000317,-70.67416100010614,,0,,
PH371,,PH371-Club Hípico / esq. Vecinal,-33.50019100000197,-70.6732780000861,,0,,
PH372,,PH372-Club Hípico / esq. Departamental Ant,-33.497957000302016,-70.67192599999424,,0,,
PH373,,PH373-Club Hípico / esq. Avenida Lazo,-33.495665000371226,-70.67043600001956,,0,,
PH374,,PH374-Club Hípico / esq. Avenida La Marina,-33.493217000114335,-70.66880899990427,,0,,
PH375,,PH375-Club Hípico / esq. Angel Guarello,-33.49127600010817,-70.66754599962724,,0,,
PH376,,PH376-Club Hípico / esq. Salesianos,-33.488636000188635,-70.66582799994097,,0,,
PH377,,PH377-Club Hípico / esq. Lago Calafquén,-33.486943999892276,-70.66465999998444,,0,,
PH378,,PH378-Club Hípico / esq. Nueva 4,-33.48522700033337,-70.66467800033038,,0,,
PH379,,PH379-Club Hípico / esq. Enrique Matte,-33.482714364852164,-70.66469793023336,,0,,
PH380,,PH380-Club Hípico / esq. I. Valdés Valdés,-33.48099617381755,-70.66470385015573,,0,,
PH381,,PH381-Parada 4 / (M) P. Aguirre Cerda,-33.47892900003285,-70.66474503839166,,0,,
PA691,,PA691-Centenario / esq. Las Fucsias,-33.47583964445254,-70.6693116983455,,0,,
PA690,,PA690-Florencio Bahamondes / esq. Av. Pedro Montt,-33.47407699994252,-70.6678379996237,,0,,
PA673,,PA673-Avenida Pedro Montt / esq. Club Hípico,-33.473780000221375,-70.66519400021039,,0,,
PA318,,PA318-Avenida Beaucheff / esq. Av. Gral. Rondizzoni,-33.470674205706814,-70.66334529656092,,0,,
PA319,,PA319-Avenida Beaucheff / esq. Marsella,-33.4675147681204,-70.66345299930882,,0,,
PA320,,PA320-Parada / Movistar Arena,-33.46366853144849,-70.66363247035042,,0,,
PA321,,PA321-Parada / Fantasilandia,-33.458869999571,-70.66384600012623,,0,,
PA322,,PA322-Parada 2 / Escuela de Ingeniería,-33.456966320807865,-70.66464443419437,,0,,
PA323,,PA323-Av. Ricardo Cumming / esq. Santo Domingo,-33.438252999919236,-70.66850500044939,,0,,
PA324,,PA324-Av. Ricardo Cumming / esq. San Pablo,-33.43517089271522,-70.66881095949822,,0,,
PA600,,PA600-San Pablo / esq. Avenida Brasil,-33.43482647626954,-70.66521619799757,,0,,
PA226,,PA226-San Pablo / esq. Almirante Barroso,-33.43475700041505,-70.66356500046845,,0,,
PA344,,PA344-Parada 12 / (M) Santa Lucía,-33.442860200595554,-70.64718339255293,,0,,
PA345,,PA345-Parada 4 / (M) Universidad de Chile,-33.44340756152443,-70.64964306475963,,0,,
PA365,,PA365-Parada 3 / (M) La Moneda,-33.444746930429794,-70.65586816035946,,0,,
PA232,,PA232-Parada 6 / (M) Los Héroes,-33.44713900034079,-70.66066299979529,,0,,
PA233,,PA233-Manuel Rodríguez / esq. Sazié,-33.448790951050455,-70.6601856011634,,0,,
PA234,,PA234-Parada 3 / (M) Parque O'Higgins,-33.46097112931409,-70.65737035098319,,0,,
PI73,,PI73-Parada / Mercado Lo Valledor,-33.48241399989314,-70.68703499976428,,0,,
PH581,,PH581-Central / esq. Quactemoc,-33.48699393803328,-70.68719677640003,,0,,
PH52,,PH52-Raúl Silva Henríquez / esq. Pasaje C,-33.488994000052415,-70.68729200023002,,0,,
PH53,,PH53-Raúl Silva Henríquez / esq. Pasaje H,-33.49153800036351,-70.6870560000855,,0,,
PH54,,PH54-Raúl Silva Henríquez / esq. Plano Regulador,-33.49460133606935,-70.6867678652748,,0,,
PH55,,PH55-Raúl Silva Henríquez / esq. Fraternal,-33.49836700035887,-70.68827799987947,,0,,
PH56,,PH56-Raúl Silva Henríquez / esq. Unión Ferroviaria,-33.50026400019858,-70.68921699975769,,0,,
PH57,,PH57-Raúl Silva Henríquez / esq. Pasaje 6-Norte,-33.50299799981821,-70.69056199988903,,0,,
PH58,,PH58-Card. Raúl Silva H. / esq. 1 Norte,-33.505763679781154,-70.69191235844094,,0,,
PH59,,PH59-Buenaventura / esq. Avenida Central,-33.50718642265053,-70.68970900489762,,0,,
PH67,,PH67-Card. Raúl Silva H. / esq. Osa Menor,-33.52199999982849,-70.69741600020758,,0,,
PG1707,,PG1707-Santa Margarita / esq. Lago Llanquihue,-33.537759286194124,-70.70227877390954,,0,,
PG1704,,PG1704-Parada / Empresa Sargent,-33.53996599996717,-70.70430800012618,,0,,
PG1634,,PG1634-Santa Margarita / esq. Calle Nueva,-33.54261347576572,-70.70681091969367,,0,,
PG1632,,PG1632-Parada / Outlet Flex,-33.538718873127685,-70.70753867525504,,0,,
PG1631,,PG1631-Av. General Velásquez / esq. Avenida Lo Espejo,-33.53229016370073,-70.70593271847434,,0,,
PH472,,PH472-Avenida Lo Espejo / esq. Don Miguel Ángel,-33.53199340331151,-70.70526855178414,,0,,
PH77,,PH77-Card. Raúl Silva H. / esq. Av. Frei Montalva,-33.51969799972934,-70.69570200050532,,0,,
PH82,,PH82-Card. Raúl Silva H. / esq. Acapulco,-33.51201500339642,-70.69187600279253,,0,,
PH85,,PH85-Buenaventura / esq. El Riel,-33.5065869996576,-70.69117000013468,,0,,
PH86,,PH86-Card. Raúl Silva H. / esq. Avenida Lo Ovalle,-33.503758000406464,-70.69079700003698,,0,,
PH87,,PH87-Raúl Silva Henríquez / esq. Unión Ferroviaria,-33.500705000390305,-70.68929600029615,,0,,
PH88,,PH88-Raúl Silva Henríquez / esq. Isla de Pascua,-33.49785499980073,-70.6878810002699,,0,,
PH89,,PH89-Raúl Silva Henríquez / esq. Centro América,-33.494233000047444,-70.68667500008289,,0,,
PH90,,PH90-Raúl Silva Henríquez / esq. Gerardo Barrios,-33.49224300002608,-70.6868679998082,,0,,
PH91,,PH91-Raúl Silva Henríquez / esq. Cabo Cobo,-33.488745999718816,-70.68719400040581,,0,,
PH92,,PH92-Avenida Cerrillos / esq. Av. Departamental,-33.4859809997944,-70.68736399955627,,0,,
PH93,,PH93-Parada / Mercado Lo Valledor,-33.48247057647565,-70.68599015263462,,0,,
PA235,,PA235-Avenida Viel / esq. Pedro Lagos,-33.46719489804239,-70.65603865427725,,0,,
PA236,,PA236-Avenida Viel / esq. Victoria,-33.464892000280145,-70.65615200037297,,0,,
PA237,,PA237-Avenida Viel / esq. Santiago,-33.462917999611655,-70.65624699992196,,0,,
PA238,,PA238-Parada 2 / (M) Parque O'Higgins,-33.46088778039719,-70.6563389770679,,0,,
PA239,,PA239-Parada / Museo Militar,-33.456808497912625,-70.65660758371041,,0,,
PA240,,PA240-Manuel Rodríguez / esq. Av. 10 de Julio,-33.454852000015144,-70.65740599977838,,0,,
PA339,,PA339-Parada 5 / (M) Universidad de Chile,-33.443821524871495,-70.64958591547308,,0,,
PC38,,PC38-Parada 5 / (M) Manuel Montt,-33.430670999623665,-70.61918199956092,,0,,
PC39,,PC39-Manuel Montt / esq. Av. Eliodoro Yáñez,-33.43313364911692,-70.61754190187368,,0,,
PC40,,PC40-Manuel Montt / esq. Keller,-33.43610799986541,-70.61640100043468,,0,,
PC41,,PC41-Manuel Montt / esq. Av. Francisco Bilbao,-33.439071000201494,-70.61571699964803,,0,,
PC42,,PC42-Manuel Montt / esq. Clemente Fabres,-33.44153663841458,-70.61510778544033,,0,,
PC43,,PC43-Manuel Montt / esq. Dalmacia,-33.443994700213025,-70.61455857369626,,0,,
PC44,,PC44-Manuel Montt / esq. Santa Isabel,-33.44671695468037,-70.61395710486528,,0,,
PD108,,PD108-Manuel Montt / esq. Avenida Sucre,-33.44858105054068,-70.61358219261777,,0,,
PD109,,PD109-Manuel Montt / esq. Cirujano Videla,-33.4508688401972,-70.61306794139942,,0,,
PD110,,PD110-Parada 3 / (M) Mons. Eyzaguirre,-33.45295759553102,-70.61262894580409,,0,,
PD1586,,PD1586-Avenida Irarrázaval / esq. Campos de Deportes,-33.45372356067218,-70.60975337972633,,0,,
PD1585,,PD1585-Campos de Deportes / esq. Dublé Almeyda,-33.454758214028644,-70.60913655640128,,0,,
PD113,,PD113-Campos de Deportes / esq. Crescente Errázuriz,-33.45827673771554,-70.60981590270104,,0,,
PD114,,PD114-Campos de Deportes / esq. Avenida Grecia,-33.46156999955513,-70.61033899956075,,0,,
PD528,,PD528-Parada 3 / (M) Est.Nacional,-33.46210499980936,-70.60938400053259,,0,,
PD529,,PD529-Parada 3 / Los Tres Antonios,-33.46313800003393,-70.6038859999803,,0,,
PD61,,PD61-Parada / UTEM Macul,-33.46634100012538,-70.59850299955635,,0,,
PD62,,PD62-Av. José P. Alessandri / esq. Las Encinas,-33.468903000446836,-70.59862699949267,,0,,
PD63,,PD63-Av. José P. Alessandri / esq. Los Alerces,-33.47079581609196,-70.59874294129617,,0,,
PD64,,PD64-Parada 1 / Colegio San Marcos,-33.47349999981577,-70.59886000023793,,0,,
PD65,,PD65-Avenida Macul / esq. Los Espinos,-33.476270367870505,-70.599000026181,,0,,
PD66,,PD66-Avenida Macul / esq. Los Olmos ,-33.4790240002043,-70.599155000111,,0,,
PD67,,PD67-Parada 1 / Muni. de Macul,-33.48198700018783,-70.59930399947655,,0,,
PD68,,PD68-Parada 1 / Punta de Rieles,-33.4850210784592,-70.59946790980857,,0,,
PD1449,,PD1449-Avenida Macul / esq. Santa Cristina,-33.48740543255118,-70.5996638906605,,0,,
PD69,,PD69-Avenida Macul / esq. Av. Escuela Agrícola,-33.48988767012598,-70.59974886496155,,0,,
PD70,,PD70-Avenida Macul / esq. Víctor Dgo. Silva,-33.493023999744985,-70.59987000001026,,0,,
PD71,,PD71-Avenida Macul / esq. Los Cisnes,-33.496326000409624,-70.59857600030661,,0,,
PD72,,PD72-Avenida Macul / esq. Ramón Toro Ibáñez,-33.49877542821339,-70.59678924468564,,0,,
PD73,,PD73-Parada / Plaza Pinto Durán,-33.50081005016254,-70.59526964598999,,0,,
PD1417,,PD1417-Avenida Macul / esq. Juan XXIII,-33.50270845625335,-70.5938652889419,,0,,
PD74,,PD74-Parada / Liceo Camilo Ortúzar,-33.50549707456763,-70.59181422118662,,0,,
PD130,,PD130-Parada 8 / (M) Macul,-33.508148999888974,-70.59027000053037,,0,,
PE1410,,PE1410-Parada / Estación de Buses (M) Macul -Oriente,-33.51080140305247,-70.58941345318425,,0,,
PE1411,,PE1411-Av. Departamental / esq. Calle A,-33.510086749068236,-70.58737915752877,,0,,
PE35,,PE35-Av. Departamental / esq. Los Retamos,-33.51038488547695,-70.58305694544336,,0,,
PE1412,,PE1412-Av. Departamental / esq. Diag. Los Castaños,-33.51064339769561,-70.57993779932333,,0,,
PE43,,PE43-Diag. los Castaños / esq. Los Castaños,-33.512132999656174,-70.57858599959022,,0,,
PE840,,PE840-Diag. los Castaños / esq. Los Cerezos,-33.51369236968054,-70.5765856291201,,0,,
PE44,,PE44-Las Higueras / esq. Punitaqui,-33.51394700006206,-70.57539600052313,,0,,
PE45,,PE45-Las Higueras / esq. Volcán Llaima,-33.514299000007206,-70.57165599973672,,0,,
PE46,,PE46-Las Higueras / esq. V. Hornopirén,-33.51402200031824,-70.56981899997602,,0,,
PE47,,PE47-Las Higueras / esq. Volcán Calbuco,-33.51421000014001,-70.56776900021038,,0,,
PE48,,PE48-Las Higueras / esq. Volcán Lastarria,-33.51476640304067,-70.56587897154641,,0,,
PE1300,,PE1300-Las Higueras / esq. V. Puntiagudo,-33.51492400019302,-70.56413100023151,,0,,
PE50,,PE50-Las Higueras / esq. Volcán Huesqui,-33.51510400004374,-70.56231600006039,,0,,
PE51,,PE51-Las Higueras / esq. Avenida Tobalaba,-33.51534800031087,-70.55970300042821,,0,,
PE38,,PE38-Avenida Tobalaba / esq. Volcán Osorno,-33.51616500040778,-70.55913099989506,,0,,
PE40,,PE40-Parada 1 / Terminal María Angélica,-33.517943999902215,-70.55737799983514,,0,,
PE41,,PE41-María Angélica / esq. Los Naranjos,-33.51750900003213,-70.55543300011144,,0,,
