trip_id,start_time,end_time,headway_secs,exact_times
E16-I-D-B23,05:30:00,07:30:00,1200,0
E16-I-D-B24,07:30:00,13:00:00,900,0
E16-I-D-B25,13:00:00,18:00:00,818,0
E16-I-D-B26,18:00:00,21:00:00,771,0
E16-I-D-B27,21:00:00,23:00:00,1200,0
E16-I-L-B02,05:30:00,06:30:00,600,0
E16-I-L-B03,06:30:00,08:00:00,675,0
E16-I-L-B04,08:00:00,09:30:00,771,0
E16-I-L-B05,09:30:00,12:30:00,720,0
E16-I-L-B06,12:30:00,14:00:00,675,0
E16-I-L-B07,14:00:00,16:30:00,692,0
E16-I-L-B08,16:30:00,18:30:00,600,0
E16-I-L-B09,18:30:00,20:30:00,720,0
E16-I-L-B10,20:30:00,23:00:00,1000,0
E16-I-S-B14,05:30:00,06:30:00,1200,0
E16-I-S-B15,06:30:00,09:00:00,750,0
E16-I-S-B16,09:00:00,12:00:00,830,0
E16-I-S-B17,12:00:00,15:00:00,830,0
E16-I-S-B18,15:00:00,19:30:00,771,0
E16-I-S-B19,19:30:00,23:00:00,1050,0
E16-R-D-B23,05:30:00,07:30:00,1200,0
E16-R-D-B24,07:30:00,13:00:00,900,0
E16-R-D-B25,13:00:00,18:00:00,818,0
E16-R-D-B26,18:00:00,21:00:00,771,0
E16-R-D-B27,21:00:00,23:00:00,1200,0
E16-R-D-B28,23:00:00,24:00:00,1200,0
E16-R-L-B02,05:30:00,06:30:00,720,0
E16-R-L-B03,06:30:00,08:00:00,540,0
E16-R-L-B04,08:00:00,09:30:00,771,0
E16-R-L-B05,09:30:00,12:30:00,720,0
E16-R-L-B06,12:30:00,14:00:00,675,0
E16-R-L-B07,14:00:00,16:30:00,692,0
E16-R-L-B08,16:30:00,18:30:00,600,0
E16-R-L-B09,18:30:00,20:30:00,720,0
E16-R-L-B10,20:30:00,23:00:00,900,0
E16-R-L-B11,23:00:00,24:00:00,1200,0
E16-R-S-B14,05:30:00,06:30:00,1200,0
E16-R-S-B15,06:30:00,09:00:00,750,0
E16-R-S-B16,09:00:00,12:00:00,830,0
E16-R-S-B17,12:00:00,15:00:00,830,0
E16-R-S-B18,15:00:00,19:30:00,771,0
E16-R-S-B19,19:30:00,23:00:00,1050,0
E16-R-S-B20,23:00:00,24:00:00,1200,0
E17-I-D-B23,05:30:00,07:30:00,1440,0
E17-I-D-B24,07:30:00,13:00:00,942,0
E17-I-D-B25,13:00:00,18:00:00,1000,0
E17-I-D-B26,18:00:00,21:00:00,981,0
E17-I-D-B27,21:00:00,23:00:00,1440,0
E17-I-D-B28,23:00:00,24:00:00,1800,0
E17-I-L-B02,05:30:00,06:30:00,900,0
E17-I-L-B03,06:30:00,08:00:00,675,0
E17-I-L-B04,08:00:00,09:30:00,771,0
E17-I-L-B05,09:30:00,12:30:00,771,0
E17-I-L-B06,12:30:00,14:00:00,771,0
E17-I-L-B07,14:00:00,16:30:00,692,0
E17-I-L-B08,16:30:00,18:30:00,654,0
E17-I-L-B09,18:30:00,20:30:00,600,0
E17-I-L-B10,20:30:00,23:00:00,818,0
E17-I-L-B11,23:00:00,24:00:00,1200,0
E17-I-S-B14,05:30:00,06:30:00,1200,0
E17-I-S-B15,06:30:00,09:00:00,818,0
E17-I-S-B16,09:00:00,12:00:00,900,0
E17-I-S-B17,12:00:00,15:00:00,900,0
E17-I-S-B18,15:00:00,19:30:00,900,0
E17-I-S-B19,19:30:00,23:00:00,1050,0
E17-I-S-B20,23:00:00,24:00:00,1200,0
E17-R-D-B23,05:30:00,07:30:00,1440,0
E17-R-D-B24,07:30:00,13:00:00,942,0
E17-R-D-B25,13:00:00,18:00:00,1000,0
E17-R-D-B26,18:00:00,21:00:00,981,0
E17-R-D-B27,21:00:00,23:00:00,1440,0
E17-R-L-B02,05:30:00,06:30:00,720,0
E17-R-L-B03,06:30:00,08:00:00,540,0
E17-R-L-B04,08:00:00,09:30:00,771,0
E17-R-L-B05,09:30:00,12:30:00,771,0
E17-R-L-B06,12:30:00,14:00:00,771,0
E17-R-L-B07,14:00:00,16:30:00,692,0
E17-R-L-B08,16:30:00,18:30:00,654,0
E17-R-L-B09,18:30:00,20:30:00,600,0
E17-R-L-B10,20:30:00,23:00:00,818,0
E17-R-S-B14,05:30:00,06:30:00,1200,0
E17-R-S-B15,06:30:00,09:00:00,818,0
E17-R-S-B16,09:00:00,12:00:00,900,0
E17-R-S-B17,12:00:00,15:00:00,900,0
E17-R-S-B18,15:00:00,19:30:00,900,0
E17-R-S-B19,19:30:00,23:00:00,1050,0
E18-I-D-B23,05:30:00,07:30:00,1800,0
E18-I-D-B24,07:30:00,13:00:00,900,0
E18-I-D-B25,13:00:00,18:00:00,900,0
E18-I-D-B26,18:00:00,21:00:00,900,0
E18-I-D-B27,21:00:00,23:00:00,1200,0
E18-I-L-B01,01:00:00,05:30:00,8100,0
E18-I-L-B02,05:30:00,06:30:00,720,0
E18-I-L-B03,06:30:00,08:00:00,600,0
E18-I-L-B04,08:00:00,09:30:00,771,0
E18-I-L-B05,09:30:00,12:30:00,900,0
E18-I-L-B06,12:30:00,14:00:00,771,0
E18-I-L-B07,14:00:00,16:30:00,818,0
E18-I-L-B08,16:30:00,18:30:00,720,0
E18-I-L-B09,18:30:00,20:30:00,654,0
E18-I-L-B10,20:30:00,23:00:00,900,0
E18-I-S-B14,05:30:00,06:30:00,1200,0
E18-I-S-B15,06:30:00,09:00:00,900,0
E18-I-S-B16,09:00:00,12:00:00,900,0
E18-I-S-B17,12:00:00,15:00:00,900,0
E18-I-S-B18,15:00:00,19:30:00,900,0
E18-I-S-B19,19:30:00,23:00:00,1050,0
E18-R-D-B23,05:30:00,07:30:00,3600,0
E18-R-D-B24,07:30:00,13:00:00,900,0
E18-R-D-B25,13:00:00,18:00:00,900,0
E18-R-D-B26,18:00:00,21:00:00,900,0
E18-R-D-B27,21:00:00,23:00:00,1200,0
E18-R-D-B28,23:00:00,24:00:00,1800,0
E18-R-L-B01,01:00:00,05:30:00,16200,0
E18-R-L-B02,05:30:00,06:30:00,900,0
E18-R-L-B03,06:30:00,08:00:00,600,0
E18-R-L-B04,08:00:00,09:30:00,771,0
E18-R-L-B05,09:30:00,12:30:00,900,0
E18-R-L-B06,12:30:00,14:00:00,771,0
E18-R-L-B07,14:00:00,16:30:00,900,0
E18-R-L-B08,16:30:00,18:30:00,720,0
E18-R-L-B09,18:30:00,20:30:00,654,0
E18-R-L-B10,20:30:00,23:00:00,818,0
E18-R-L-B11,23:00:00,24:00:00,1800,0
E18-R-S-B14,05:30:00,06:30:00,1800,0
E18-R-S-B15,06:30:00,09:00:00,900,0
E18-R-S-B16,09:00:00,12:00:00,900,0
E18-R-S-B17,12:00:00,15:00:00,900,0
E18-R-S-B18,15:00:00,19:30:00,900,0
E18-R-S-B19,19:30:00,23:00:00,1050,0
E18-R-S-B20,23:00:00,24:00:00,1800,0
F01-I-D-B23,05:30:00,07:30:00,1800,0
F01-I-D-B24,07:30:00,13:00:00,1164,0
F01-I-D-B25,13:00:00,18:00:00,1200,0
F01-I-D-B26,18:00:00,21:00:00,1200,0
F01-I-D-B27,21:00:00,23:00:00,1200,0
F01-I-D-B28,23:00:00,24:00:00,1200,0
F01-I-L-B01,01:00:00,05:30:00,16200,0
F01-I-L-B02,05:30:00,06:30:00,900,0
F01-I-L-B03,06:30:00,08:00:00,600,0
F01-I-L-B04,08:00:00,09:30:00,771,0
F01-I-L-B05,09:30:00,12:30:00,720,0
F01-I-L-B06,12:30:00,14:00:00,675,0
F01-I-L-B07,14:00:00,16:30:00,750,0
F01-I-L-B08,16:30:00,18:30:00,800,0
F01-I-L-B09,18:30:00,20:30:00,720,0
F01-I-L-B10,20:30:00,23:00:00,900,0
F01-I-L-B11,23:00:00,24:00:00,1200,0
F01-I-S-B14,05:30:00,06:30:00,1800,0
F01-I-S-B15,06:30:00,09:00:00,1000,0
F01-I-S-B16,09:00:00,12:00:00,900,0
F01-I-S-B17,12:00:00,15:00:00,900,0
F01-I-S-B18,15:00:00,19:30:00,900,0
F01-I-S-B19,19:30:00,23:00:00,1260,0
F01-I-S-B20,23:00:00,24:00:00,1200,0
F01-R-D-B23,05:30:00,07:30:00,1440,0
F01-R-D-B24,07:30:00,13:00:00,1164,0
F01-R-D-B25,13:00:00,18:00:00,1200,0
F01-R-D-B26,18:00:00,21:00:00,1200,0
F01-R-D-B27,21:00:00,23:00:00,1200,0
F01-R-D-B28,23:00:00,24:00:00,1800,0
F01-R-L-B01,01:00:00,05:30:00,3240,0
F01-R-L-B02,05:30:00,06:30:00,1200,0
F01-R-L-B03,06:30:00,08:00:00,675,0
F01-R-L-B04,08:00:00,09:30:00,771,0
F01-R-L-B05,09:30:00,12:30:00,720,0
F01-R-L-B06,12:30:00,14:00:00,675,0
F01-R-L-B07,14:00:00,16:30:00,750,0
F01-R-L-B08,16:30:00,18:30:00,654,0
F01-R-L-B09,18:30:00,20:30:00,720,0
F01-R-L-B10,20:30:00,23:00:00,818,0
F01-R-L-B11,23:00:00,24:00:00,1800,0
F01-R-S-B14,05:30:00,06:30:00,1200,0
F01-R-S-B15,06:30:00,09:00:00,900,0
F01-R-S-B16,09:00:00,12:00:00,900,0
F01-R-S-B17,12:00:00,15:00:00,900,0
F01-R-S-B18,15:00:00,19:30:00,1157,0
F01-R-S-B19,19:30:00,23:00:00,1399,0
F01-R-S-B20,23:00:00,24:00:00,1800,0
F01c-R-L-B01,01:00:00,05:30:00,8100,0
F01c-R-L-B02,05:30:00,06:30:00,600,0
F01c-R-L-B03,06:30:00,08:00:00,450,0
F01c-R-L-B04,08:00:00,09:30:00,771,0
F01c-R-L-B08,16:30:00,18:30:00,1028,0
F01c-R-L-B09,18:30:00,20:30:00,553,0
F01c-R-L-B10,20:30:00,23:00:00,900,0
F02-I-D-B23,05:30:00,07:30:00,1800,0
F02-I-D-B24,07:30:00,13:00:00,1164,0
F02-I-D-B25,13:00:00,18:00:00,1200,0
F02-I-D-B26,18:00:00,21:00:00,1200,0
F02-I-D-B27,21:00:00,23:00:00,1200,0
F02-I-D-B28,23:00:00,24:00:00,3600,0
F02-I-L-B02,05:30:00,06:30:00,720,0
F02-I-L-B03,06:30:00,08:00:00,675,0
F02-I-L-B04,08:00:00,09:30:00,771,0
F02-I-L-B05,09:30:00,12:30:00,720,0
F02-I-L-B06,12:30:00,14:00:00,675,0
F02-I-L-B07,14:00:00,16:30:00,750,0
F02-I-L-B08,16:30:00,18:30:00,720,0
F02-I-L-B09,18:30:00,20:30:00,720,0
F02-I-L-B10,20:30:00,23:00:00,750,0
F02-I-S-B14,05:30:00,06:30:00,1800,0
F02-I-S-B15,06:30:00,09:00:00,900,0
F02-I-S-B16,09:00:00,12:00:00,900,0
F02-I-S-B17,12:00:00,15:00:00,900,0
F02-I-S-B18,15:00:00,19:30:00,1157,0
F02-I-S-B19,19:30:00,23:00:00,1399,0
F03-I-D-B22,01:00:00,05:30:00,8100,0
F03-I-D-B23,05:30:00,07:30:00,1440,0
F03-I-D-B24,07:30:00,13:00:00,1237,0
F03-I-D-B25,13:00:00,18:00:00,947,0
F03-I-D-B26,18:00:00,21:00:00,1200,0
F03-I-D-B27,21:00:00,23:00:00,1800,0
F03-I-D-B28,23:00:00,24:00:00,1800,0
F03-I-L-B01,01:00:00,05:30:00,2314,0
F03-I-L-B02,05:30:00,06:30:00,720,0
F03-I-L-B03,06:30:00,08:00:00,675,0
F03-I-L-B04,08:00:00,09:30:00,675,0
F03-I-L-B05,09:30:00,12:30:00,720,0
F03-I-L-B06,12:30:00,14:00:00,675,0
F03-I-L-B07,14:00:00,16:30:00,750,0
F03-I-L-B08,16:30:00,18:30:00,720,0
F03-I-L-B09,18:30:00,20:30:00,654,0
F03-I-L-B10,20:30:00,23:00:00,750,0
F03-I-L-B11,23:00:00,24:00:00,1200,0
F03-I-S-B13,01:00:00,05:30:00,5400,0
F03-I-S-B14,05:30:00,06:30:00,900,0
F03-I-S-B15,06:30:00,09:00:00,692,0
F03-I-S-B16,09:00:00,12:00:00,830,0
F03-I-S-B17,12:00:00,15:00:00,830,0
F03-I-S-B18,15:00:00,19:30:00,900,0
F03-I-S-B19,19:30:00,23:00:00,1145,0
F03-I-S-B20,23:00:00,24:00:00,1800,0
F03-R-D-B23,05:30:00,07:30:00,1800,0
F03-R-D-B24,07:30:00,13:00:00,1237,0
F03-R-D-B25,13:00:00,18:00:00,947,0
F03-R-D-B26,18:00:00,21:00:00,1200,0
F03-R-D-B27,21:00:00,23:00:00,1440,0
F03-R-D-B28,23:00:00,24:00:00,1200,0
F03-R-L-B01,01:00:00,05:30:00,8100,0
F03-R-L-B02,05:30:00,06:30:00,720,0
F03-R-L-B03,06:30:00,08:00:00,600,0
F03-R-L-B04,08:00:00,09:30:00,675,0
F03-R-L-B05,09:30:00,12:30:00,720,0
F03-R-L-B06,12:30:00,14:00:00,675,0
F03-R-L-B07,14:00:00,16:30:00,750,0
F03-R-L-B08,16:30:00,18:30:00,600,0
F03-R-L-B09,18:30:00,20:30:00,720,0
F03-R-L-B10,20:30:00,23:00:00,750,0
F03-R-L-B11,23:00:00,24:00:00,900,0
F03-R-S-B14,05:30:00,06:30:00,1200,0
F03-R-S-B15,06:30:00,09:00:00,750,0
F03-R-S-B16,09:00:00,12:00:00,900,0
F03-R-S-B17,12:00:00,15:00:00,900,0
F03-R-S-B18,15:00:00,19:30:00,900,0
F03-R-S-B19,19:30:00,23:00:00,1399,0
F03-R-S-B20,23:00:00,24:00:00,900,0
F03c-I-D-B23,05:30:00,07:30:00,1440,0
F03c-I-D-B24,07:30:00,13:00:00,1800,0
F03c-I-D-B25,13:00:00,18:00:00,1800,0
F03c-I-D-B26,18:00:00,21:00:00,1800,0
F03c-I-D-B27,21:00:00,23:00:00,2400,0
F03c-I-L-B01,01:00:00,05:30:00,16200,0
F03c-I-L-B02,05:30:00,06:30:00,720,0
F03c-I-L-B03,06:30:00,08:00:00,675,0
F03c-I-L-B04,08:00:00,09:30:00,1080,0
F03c-I-L-B05,09:30:00,12:30:00,1200,0
F03c-I-L-B06,12:30:00,14:00:00,1080,0
F03c-I-L-B07,14:00:00,16:30:00,1285,0
F03c-I-L-B08,16:30:00,18:30:00,900,0
F03c-I-L-B09,18:30:00,20:30:00,654,0
F03c-I-L-B10,20:30:00,23:00:00,1125,0
F03c-I-L-B11,23:00:00,24:00:00,3600,0
F03c-I-S-B14,05:30:00,06:30:00,1800,0
F03c-I-S-B15,06:30:00,09:00:00,1125,0
F03c-I-S-B16,09:00:00,12:00:00,1200,0
F03c-I-S-B17,12:00:00,15:00:00,1200,0
F03c-I-S-B18,15:00:00,19:30:00,1620,0
F03c-I-S-B19,19:30:00,23:00:00,1800,0
F05-I-D-B21,00:00:00,01:00:00,1800,0
F05-I-D-B23,05:30:00,07:30:00,1028,0
F05-I-D-B24,07:30:00,13:00:00,900,0
F05-I-D-B25,13:00:00,18:00:00,900,0
F05-I-D-B26,18:00:00,21:00:00,830,0
F05-I-D-B27,21:00:00,23:00:00,900,0
F05-I-D-B28,23:00:00,24:00:00,1800,0
F05-I-L-B00,00:00:00,01:00:00,1800,0
F05-I-L-B02,05:30:00,06:30:00,600,0
F05-I-L-B03,06:30:00,08:00:00,490,0
F05-I-L-B04,08:00:00,09:30:00,540,0
F05-I-L-B05,09:30:00,12:30:00,514,0
F05-I-L-B06,12:30:00,14:00:00,540,0
F05-I-L-B07,14:00:00,16:30:00,500,0
F05-I-L-B08,16:30:00,18:30:00,553,0
F05-I-L-B09,18:30:00,20:30:00,514,0
F05-I-L-B10,20:30:00,23:00:00,562,0
F05-I-L-B11,23:00:00,24:00:00,1200,0
F05-I-S-B12,00:00:00,01:00:00,1800,0
F05-I-S-B14,05:30:00,06:30:00,1200,0
F05-I-S-B15,06:30:00,09:00:00,818,0
F05-I-S-B16,09:00:00,12:00:00,720,0
F05-I-S-B17,12:00:00,15:00:00,675,0
F05-I-S-B18,15:00:00,19:30:00,810,0
F05-I-S-B19,19:30:00,23:00:00,787,0
F05-I-S-B20,23:00:00,24:00:00,1200,0
F05-R-D-B22,01:00:00,05:30:00,8100,0
F05-R-D-B23,05:30:00,07:30:00,900,0
F05-R-D-B24,07:30:00,13:00:00,900,0
F05-R-D-B25,13:00:00,18:00:00,900,0
F05-R-D-B26,18:00:00,21:00:00,900,0
F05-R-D-B27,21:00:00,23:00:00,1028,0
F05-R-D-B28,23:00:00,24:00:00,1800,0
F05-R-L-B01,01:00:00,05:30:00,5400,0
F05-R-L-B02,05:30:00,06:30:00,450,0
F05-R-L-B03,06:30:00,08:00:00,450,0
F05-R-L-B04,08:00:00,09:30:00,450,0
F05-R-L-B05,09:30:00,12:30:00,514,0
F05-R-L-B06,12:30:00,14:00:00,540,0
F05-R-L-B07,14:00:00,16:30:00,500,0
F05-R-L-B08,16:30:00,18:30:00,553,0
F05-R-L-B09,18:30:00,20:30:00,600,0
F05-R-L-B10,20:30:00,23:00:00,642,0
F05-R-L-B11,23:00:00,24:00:00,1200,0
F05-R-S-B13,01:00:00,05:30:00,5400,0
F05-R-S-B14,05:30:00,06:30:00,600,0
F05-R-S-B15,06:30:00,09:00:00,692,0
F05-R-S-B16,09:00:00,12:00:00,771,0
F05-R-S-B17,12:00:00,15:00:00,720,0
F05-R-S-B18,15:00:00,19:30:00,810,0
F05-R-S-B19,19:30:00,23:00:00,840,0
F05-R-S-B20,23:00:00,24:00:00,1200,0
F06-I-D-B21,00:00:00,01:00:00,1800,0
F06-I-D-B23,05:30:00,07:30:00,1440,0
F06-I-D-B24,07:30:00,13:00:00,900,0
F06-I-D-B25,13:00:00,18:00:00,720,0
F06-I-D-B26,18:00:00,21:00:00,900,0
F06-I-D-B27,21:00:00,23:00:00,1028,0
F06-I-D-B28,23:00:00,24:00:00,1800,0
F06-I-L-B00,00:00:00,01:00:00,1800,0
F06-I-L-B01,01:00:00,05:30:00,8100,0
F06-I-L-B02,05:30:00,06:30:00,720,0
F06-I-L-B03,06:30:00,08:00:00,600,0
F06-I-L-B04,08:00:00,09:30:00,540,0
F06-I-L-B05,09:30:00,12:30:00,514,0
F06-I-L-B06,12:30:00,14:00:00,490,0
F06-I-L-B07,14:00:00,16:30:00,529,0
F06-I-L-B08,16:30:00,18:30:00,480,0
F06-I-L-B09,18:30:00,20:30:00,514,0
F06-I-L-B10,20:30:00,23:00:00,529,0
F06-I-L-B11,23:00:00,24:00:00,720,0
F06-I-S-B12,00:00:00,01:00:00,1800,0
F06-I-S-B14,05:30:00,06:30:00,1200,0
F06-I-S-B15,06:30:00,09:00:00,750,0
F06-I-S-B16,09:00:00,12:00:00,720,0
F06-I-S-B17,12:00:00,15:00:00,720,0
F06-I-S-B18,15:00:00,19:30:00,704,0
F06-I-S-B19,19:30:00,23:00:00,900,0
F06-I-S-B20,23:00:00,24:00:00,1200,0
F06-R-D-B22,01:00:00,05:30:00,8100,0
F06-R-D-B23,05:30:00,07:30:00,1200,0
F06-R-D-B24,07:30:00,13:00:00,900,0
F06-R-D-B25,13:00:00,18:00:00,720,0
F06-R-D-B26,18:00:00,21:00:00,900,0
F06-R-D-B27,21:00:00,23:00:00,1200,0
F06-R-D-B28,23:00:00,24:00:00,1800,0
F06-R-L-B01,01:00:00,05:30:00,2025,0
F06-R-L-B02,05:30:00,06:30:00,400,0
F06-R-L-B03,06:30:00,08:00:00,415,0
F06-R-L-B04,08:00:00,09:30:00,675,0
F06-R-L-B05,09:30:00,12:30:00,514,0
F06-R-L-B06,12:30:00,14:00:00,490,0
F06-R-L-B07,14:00:00,16:30:00,529,0
F06-R-L-B08,16:30:00,18:30:00,600,0
F06-R-L-B09,18:30:00,20:30:00,600,0
F06-R-L-B10,20:30:00,23:00:00,600,0
F06-R-L-B11,23:00:00,24:00:00,1200,0
F06-R-S-B13,01:00:00,05:30:00,8100,0
F06-R-S-B14,05:30:00,06:30:00,600,0
F06-R-S-B15,06:30:00,09:00:00,600,0
F06-R-S-B16,09:00:00,12:00:00,720,0
F06-R-S-B17,12:00:00,15:00:00,720,0
F06-R-S-B18,15:00:00,19:30:00,704,0
F06-R-S-B19,19:30:00,23:00:00,1050,0
F06-R-S-B20,23:00:00,24:00:00,1800,0
F07-R-D-B23,05:30:00,07:30:00,1800,0
F07-R-D-B24,07:30:00,13:00:00,1414,0
F07-R-D-B25,13:00:00,18:00:00,900,0
F07-R-D-B26,18:00:00,21:00:00,981,0
F07-R-D-B27,21:00:00,23:00:00,1800,0
F07-R-D-B28,23:00:00,24:00:00,1800,0
F07-R-L-B01,01:00:00,05:30:00,16200,0
F07-R-L-B02,05:30:00,06:30:00,720,0
F07-R-L-B03,06:30:00,08:00:00,675,0
F07-R-L-B04,08:00:00,09:30:00,675,0
F07-R-L-B05,09:30:00,12:30:00,720,0
F07-R-L-B06,12:30:00,14:00:00,675,0
F07-R-L-B07,14:00:00,16:30:00,750,0
F07-R-L-B08,16:30:00,18:30:00,720,0
F07-R-L-B09,18:30:00,20:30:00,720,0
F07-R-L-B10,20:30:00,23:00:00,818,0
F07-R-L-B11,23:00:00,24:00:00,3600,0
F07-R-S-B14,05:30:00,06:30:00,1800,0
F07-R-S-B15,06:30:00,09:00:00,1125,0
F07-R-S-B16,09:00:00,12:00:00,900,0
F07-R-S-B17,12:00:00,15:00:00,900,0
F07-R-S-B18,15:00:00,19:30:00,900,0
F07-R-S-B19,19:30:00,23:00:00,1399,0
F07-R-S-B20,23:00:00,24:00:00,1800,0
F08-I-D-B21,00:00:00,01:00:00,3600,0
F08-I-D-B22,01:00:00,05:30:00,16200,0
F08-I-D-B23,05:30:00,07:30:00,1800,0
F08-I-D-B24,07:30:00,13:00:00,990,0
F08-I-D-B25,13:00:00,18:00:00,900,0
F08-I-D-B26,18:00:00,21:00:00,900,0
F08-I-D-B27,21:00:00,23:00:00,1200,0
F08-I-D-B28,23:00:00,24:00:00,1800,0
F08-I-L-B00,00:00:00,01:00:00,3600,0
F08-I-L-B01,01:00:00,05:30:00,8100,0
F08-I-L-B02,05:30:00,06:30:00,600,0
F08-I-L-B03,06:30:00,08:00:00,675,0
F08-I-L-B04,08:00:00,09:30:00,771,0
F08-I-L-B05,09:30:00,12:30:00,720,0
F08-I-L-B06,12:30:00,14:00:00,675,0
F08-I-L-B07,14:00:00,16:30:00,818,0
F08-I-L-B08,16:30:00,18:30:00,720,0
F08-I-L-B09,18:30:00,20:30:00,720,0
F08-I-L-B10,20:30:00,23:00:00,750,0
F08-I-L-B11,23:00:00,24:00:00,1200,0
F08-I-S-B12,00:00:00,01:00:00,3600,0
F08-I-S-B13,01:00:00,05:30:00,16200,0
F08-I-S-B14,05:30:00,06:30:00,1200,0
F08-I-S-B15,06:30:00,09:00:00,900,0
F08-I-S-B16,09:00:00,12:00:00,900,0
F08-I-S-B17,12:00:00,15:00:00,900,0
F08-I-S-B18,15:00:00,19:30:00,900,0
F08-I-S-B19,19:30:00,23:00:00,900,0
F08-I-S-B20,23:00:00,24:00:00,1200,0
F09-I-D-B23,05:30:00,07:30:00,1800,0
F09-I-D-B24,07:30:00,13:00:00,1042,0
F09-I-D-B25,13:00:00,18:00:00,1058,0
F09-I-D-B26,18:00:00,21:00:00,1200,0
F09-I-D-B27,21:00:00,23:00:00,1800,0
F09-I-D-B28,23:00:00,24:00:00,1800,0
F09-I-L-B01,01:00:00,05:30:00,16200,0
F09-I-L-B02,05:30:00,06:30:00,450,0
F09-I-L-B03,06:30:00,08:00:00,415,0
F09-I-L-B04,08:00:00,09:30:00,600,0
F09-I-L-B05,09:30:00,12:30:00,720,0
F09-I-L-B06,12:30:00,14:00:00,675,0
F09-I-L-B07,14:00:00,16:30:00,750,0
F09-I-L-B08,16:30:00,18:30:00,900,0
F09-I-L-B09,18:30:00,20:30:00,800,0
F09-I-L-B10,20:30:00,23:00:00,900,0
F09-I-L-B11,23:00:00,24:00:00,1800,0
F09-I-S-B14,05:30:00,06:30:00,1800,0
F09-I-S-B15,06:30:00,09:00:00,900,0
F09-I-S-B16,09:00:00,12:00:00,900,0
F09-I-S-B17,12:00:00,15:00:00,900,0
F09-I-S-B18,15:00:00,19:30:00,900,0
F09-I-S-B19,19:30:00,23:00:00,1050,0
F09-I-S-B20,23:00:00,24:00:00,1800,0
F09-R-D-B21,00:00:00,01:00:00,3600,0
F09-R-D-B23,05:30:00,07:30:00,1800,0
F09-R-D-B24,07:30:00,13:00:00,1164,0
F09-R-D-B25,13:00:00,18:00:00,1058,0
F09-R-D-B26,18:00:00,21:00:00,1200,0
F09-R-D-B27,21:00:00,23:00:00,1028,0
F09-R-D-B28,23:00:00,24:00:00,1800,0
F09-R-L-B00,00:00:00,01:00:00,3600,0
F09-R-L-B02,05:30:00,06:30:00,1200,0
F09-R-L-B03,06:30:00,08:00:00,600,0
F09-R-L-B04,08:00:00,09:30:00,600,0
F09-R-L-B05,09:30:00,12:30:00,720,0
F09-R-L-B06,12:30:00,14:00:00,675,0
F09-R-L-B07,14:00:00,16:30:00,750,0
F09-R-L-B08,16:30:00,18:30:00,720,0
F09-R-L-B09,18:30:00,20:30:00,480,0
F09-R-L-B10,20:30:00,23:00:00,692,0
F09-R-L-B11,23:00:00,24:00:00,1200,0
F09-R-S-B12,00:00:00,01:00:00,3600,0
F09-R-S-B14,05:30:00,06:30:00,1800,0
F09-R-S-B15,06:30:00,09:00:00,1285,0
F09-R-S-B16,09:00:00,12:00:00,900,0
F09-R-S-B17,12:00:00,15:00:00,900,0
F09-R-S-B18,15:00:00,19:30:00,900,0
F09-R-S-B19,19:30:00,23:00:00,900,0
F09-R-S-B20,23:00:00,24:00:00,1800,0
F10-I-D-B23,05:30:00,07:30:00,1200,0
F10-I-D-B24,07:30:00,13:00:00,825,0
F10-I-D-B25,13:00:00,18:00:00,857,0
F10-I-D-B26,18:00:00,21:00:00,1080,0
F10-I-D-B27,21:00:00,23:00:00,1200,0
F10-I-D-B28,23:00:00,24:00:00,1200,0
F10-I-L-B01,01:00:00,05:30:00,5400,0
F10-I-L-B02,05:30:00,06:30:00,514,0
F10-I-L-B03,06:30:00,08:00:00,450,0
F10-I-L-B04,08:00:00,09:30:00,540,0
F10-I-L-B05,09:30:00,12:30:00,540,0
F10-I-L-B06,12:30:00,14:00:00,600,0
F10-I-L-B07,14:00:00,16:30:00,500,0
F10-I-L-B08,16:30:00,18:30:00,480,0
F10-I-L-B09,18:30:00,20:30:00,480,0
F10-I-L-B10,20:30:00,23:00:00,692,0
F10-I-L-B11,23:00:00,24:00:00,720,0
F10-I-S-B14,05:30:00,06:30:00,900,0
F10-I-S-B15,06:30:00,09:00:00,750,0
F10-I-S-B16,09:00:00,12:00:00,720,0
F10-I-S-B17,12:00:00,15:00:00,771,0
F10-I-S-B18,15:00:00,19:30:00,810,0
F10-I-S-B19,19:30:00,23:00:00,1050,0
F10-I-S-B20,23:00:00,24:00:00,900,0
F10-R-D-B21,00:00:00,01:00:00,1800,0
F10-R-D-B22,01:00:00,05:30:00,8100,0
F10-R-D-B23,05:30:00,07:30:00,1028,0
F10-R-D-B24,07:30:00,13:00:00,825,0
F10-R-D-B25,13:00:00,18:00:00,857,0
F10-R-D-B26,18:00:00,21:00:00,981,0
F10-R-D-B27,21:00:00,23:00:00,1200,0
F10-R-D-B28,23:00:00,24:00:00,1200,0
F10-R-L-B00,00:00:00,01:00:00,1800,0
F10-R-L-B01,01:00:00,05:30:00,2700,0
F10-R-L-B02,05:30:00,06:30:00,514,0
F10-R-L-B03,06:30:00,08:00:00,415,0
F10-R-L-B04,08:00:00,09:30:00,490,0
F10-R-L-B05,09:30:00,12:30:00,568,0
F10-R-L-B06,12:30:00,14:00:00,540,0
F10-R-L-B07,14:00:00,16:30:00,500,0
F10-R-L-B08,16:30:00,18:30:00,480,0
