trip_id,start_time,end_time,headway_secs,exact_times
B12-I-L-B11,23:00:00,24:00:00,1200,0
B12-I-S-B14,05:30:00,06:30:00,1200,0
B12-I-S-B15,06:30:00,09:00:00,692,0
B12-I-S-B16,09:00:00,12:00:00,830,0
B12-I-S-B17,12:00:00,15:00:00,720,0
B12-I-S-B18,15:00:00,19:30:00,852,0
B12-I-S-B19,19:30:00,23:00:00,1145,0
B12-I-S-B20,23:00:00,24:00:00,1200,0
B12-R-D-B22,01:00:00,05:30:00,8100,0
B12-R-D-B23,05:30:00,07:30:00,1028,0
B12-R-D-B24,07:30:00,13:00:00,792,0
B12-R-D-B25,13:00:00,18:00:00,857,0
B12-R-D-B26,18:00:00,21:00:00,900,0
B12-R-D-B27,21:00:00,23:00:00,1028,0
B12-R-L-B01,01:00:00,05:30:00,16200,0
B12-R-L-B02,05:30:00,06:30:00,720,0
B12-R-L-B03,06:30:00,08:00:00,600,0
B12-R-L-B04,08:00:00,09:30:00,771,0
B12-R-L-B05,09:30:00,12:30:00,720,0
B12-R-L-B06,12:30:00,14:00:00,675,0
B12-R-L-B07,14:00:00,16:30:00,750,0
B12-R-L-B08,16:30:00,18:30:00,720,0
B12-R-L-B09,18:30:00,20:30:00,720,0
B12-R-L-B10,20:30:00,23:00:00,1000,0
B12-R-S-B13,01:00:00,05:30:00,16200,0
B12-R-S-B14,05:30:00,06:30:00,900,0
B12-R-S-B15,06:30:00,09:00:00,692,0
B12-R-S-B16,09:00:00,12:00:00,830,0
B12-R-S-B17,12:00:00,15:00:00,720,0
B12-R-S-B18,15:00:00,19:30:00,852,0
B12-R-S-B19,19:30:00,23:00:00,1145,0
B12c-I-L-B02,05:30:00,06:30:00,720,0
B12c-I-L-B03,06:30:00,08:00:00,540,0
B12c-I-L-B04,08:00:00,09:30:00,900,0
B12c-I-L-B07,14:00:00,16:30:00,2250,0
B12c-I-L-B08,16:30:00,18:30:00,654,0
B12c-I-L-B09,18:30:00,20:30:00,1200,0
B12c-I-S-B14,05:30:00,06:30:00,1200,0
B12c-I-S-B15,06:30:00,09:00:00,750,0
B12c-R-L-B02,05:30:00,06:30:00,1800,0
B12c-R-L-B03,06:30:00,08:00:00,771,0
B12c-R-L-B04,08:00:00,09:30:00,771,0
B12c-R-L-B05,09:30:00,12:30:00,5400,0
B12c-R-L-B08,16:30:00,18:30:00,600,0
B12c-R-L-B09,18:30:00,20:30:00,654,0
B12c-R-S-B14,05:30:00,06:30:00,1200,0
B12c-R-S-B15,06:30:00,09:00:00,1000,0
B13-I-D-B23,05:30:00,07:30:00,900,0
B13-I-D-B24,07:30:00,13:00:00,900,0
B13-I-D-B25,13:00:00,18:00:00,900,0
B13-I-D-B26,18:00:00,21:00:00,900,0
B13-I-D-B27,21:00:00,23:00:00,900,0
B13-I-D-B28,23:00:00,24:00:00,1800,0
B13-I-L-B02,05:30:00,06:30:00,360,0
B13-I-L-B03,06:30:00,08:00:00,270,0
B13-I-L-B04,08:00:00,09:30:00,540,0
B13-I-L-B05,09:30:00,12:30:00,600,0
B13-I-L-B06,12:30:00,14:00:00,600,0
B13-I-L-B07,14:00:00,16:30:00,600,0
B13-I-L-B08,16:30:00,18:30:00,300,0
B13-I-L-B09,18:30:00,20:30:00,450,0
B13-I-L-B10,20:30:00,23:00:00,692,0
B13-I-L-B11,23:00:00,24:00:00,1200,0
B13-I-S-B14,05:30:00,06:30:00,720,0
B13-I-S-B15,06:30:00,09:00:00,600,0
B13-I-S-B16,09:00:00,12:00:00,720,0
B13-I-S-B17,12:00:00,15:00:00,720,0
B13-I-S-B18,15:00:00,19:30:00,736,0
B13-I-S-B19,19:30:00,23:00:00,969,0
B13-I-S-B20,23:00:00,24:00:00,1200,0
B14-I-D-B23,05:30:00,07:30:00,1200,0
B14-I-D-B24,07:30:00,13:00:00,1042,0
B14-I-D-B25,13:00:00,18:00:00,1125,0
B14-I-D-B26,18:00:00,21:00:00,1200,0
B14-I-D-B27,21:00:00,23:00:00,1200,0
B14-I-D-B28,23:00:00,24:00:00,1200,0
B14-I-L-B01,01:00:00,05:30:00,4050,0
B14-I-L-B02,05:30:00,06:30:00,720,0
B14-I-L-B03,06:30:00,08:00:00,600,0
B14-I-L-B04,08:00:00,09:30:00,675,0
B14-I-L-B05,09:30:00,12:30:00,720,0
B14-I-L-B06,12:30:00,14:00:00,771,0
B14-I-L-B07,14:00:00,16:30:00,692,0
B14-I-L-B08,16:30:00,18:30:00,720,0
B14-I-L-B09,18:30:00,20:30:00,720,0
B14-I-L-B10,20:30:00,23:00:00,1000,0
B14-I-S-B14,05:30:00,06:30:00,1200,0
B14-I-S-B15,06:30:00,09:00:00,1000,0
B14-I-S-B16,09:00:00,12:00:00,720,0
B14-I-S-B17,12:00:00,15:00:00,771,0
B14-I-S-B18,15:00:00,19:30:00,1157,0
B14-I-S-B19,19:30:00,23:00:00,1260,0
B15-I-D-B22,01:00:00,05:30:00,16200,0
B15-I-D-B23,05:30:00,07:30:00,1800,0
B15-I-D-B24,07:30:00,13:00:00,1100,0
B15-I-D-B25,13:00:00,18:00:00,1200,0
B15-I-D-B26,18:00:00,21:00:00,1200,0
B15-I-D-B27,21:00:00,23:00:00,1440,0
B15-I-D-B28,23:00:00,24:00:00,1800,0
B15-I-L-B01,01:00:00,05:30:00,16200,0
B15-I-L-B02,05:30:00,06:30:00,1200,0
B15-I-L-B03,06:30:00,08:00:00,675,0
B15-I-L-B04,08:00:00,09:30:00,771,0
B15-I-L-B05,09:30:00,12:30:00,720,0
B15-I-L-B06,12:30:00,14:00:00,675,0
B15-I-L-B07,14:00:00,16:30:00,750,0
B15-I-L-B08,16:30:00,18:30:00,720,0
B15-I-L-B09,18:30:00,20:30:00,720,0
B15-I-L-B10,20:30:00,23:00:00,1125,0
B15-I-S-B13,01:00:00,05:30:00,16200,0
B15-I-S-B14,05:30:00,06:30:00,1800,0
B15-I-S-B15,06:30:00,09:00:00,1125,0
B15-I-S-B16,09:00:00,12:00:00,900,0
B15-I-S-B17,12:00:00,15:00:00,900,0
B15-I-S-B18,15:00:00,19:30:00,1080,0
B15-I-S-B19,19:30:00,23:00:00,1260,0
B16-I-D-B22,01:00:00,05:30:00,16200,0
B16-I-D-B23,05:30:00,07:30:00,1440,0
B16-I-D-B24,07:30:00,13:00:00,1164,0
B16-I-D-B25,13:00:00,18:00:00,1200,0
B16-I-D-B26,18:00:00,21:00:00,1200,0
B16-I-D-B27,21:00:00,23:00:00,1440,0
B16-I-D-B28,23:00:00,24:00:00,1800,0
B16-I-L-B01,01:00:00,05:30:00,8100,0
B16-I-L-B02,05:30:00,06:30:00,720,0
B16-I-L-B03,06:30:00,08:00:00,490,0
B16-I-L-B04,08:00:00,09:30:00,540,0
B16-I-L-B05,09:30:00,12:30:00,635,0
B16-I-L-B06,12:30:00,14:00:00,771,0
B16-I-L-B07,14:00:00,16:30:00,562,0
B16-I-L-B08,16:30:00,18:30:00,553,0
B16-I-L-B09,18:30:00,20:30:00,600,0
B16-I-L-B10,20:30:00,23:00:00,818,0
B16-I-L-B11,23:00:00,24:00:00,1800,0
B16-I-S-B13,01:00:00,05:30:00,16200,0
B16-I-S-B14,05:30:00,06:30:00,1800,0
B16-I-S-B15,06:30:00,09:00:00,1125,0
B16-I-S-B16,09:00:00,12:00:00,1080,0
B16-I-S-B17,12:00:00,15:00:00,771,0
B16-I-S-B18,15:00:00,19:30:00,952,0
B16-I-S-B19,19:30:00,23:00:00,1260,0
B16-I-S-B20,23:00:00,24:00:00,1800,0
B16-R-D-B23,05:30:00,07:30:00,1440,0
B16-R-D-B24,07:30:00,13:00:00,1164,0
B16-R-D-B25,13:00:00,18:00:00,1200,0
B16-R-D-B26,18:00:00,21:00:00,1200,0
B16-R-D-B27,21:00:00,23:00:00,1200,0
B16-R-D-B28,23:00:00,24:00:00,1800,0
B16-R-L-B02,05:30:00,06:30:00,720,0
B16-R-L-B03,06:30:00,08:00:00,385,0
B16-R-L-B04,08:00:00,09:30:00,540,0
B16-R-L-B05,09:30:00,12:30:00,635,0
B16-R-L-B06,12:30:00,14:00:00,771,0
B16-R-L-B07,14:00:00,16:30:00,600,0
B16-R-L-B08,16:30:00,18:30:00,553,0
B16-R-L-B09,18:30:00,20:30:00,600,0
B16-R-L-B10,20:30:00,23:00:00,692,0
B16-R-L-B11,23:00:00,24:00:00,1800,0
B16-R-S-B14,05:30:00,06:30:00,1800,0
B16-R-S-B15,06:30:00,09:00:00,818,0
B16-R-S-B16,09:00:00,12:00:00,771,0
B16-R-S-B17,12:00:00,15:00:00,900,0
B16-R-S-B18,15:00:00,19:30:00,952,0
B16-R-S-B19,19:30:00,23:00:00,1260,0
B16-R-S-B20,23:00:00,24:00:00,1200,0
B17-I-D-B22,01:00:00,05:30:00,16200,0
B17-I-D-B23,05:30:00,07:30:00,1440,0
B17-I-D-B24,07:30:00,13:00:00,1164,0
B17-I-D-B25,13:00:00,18:00:00,1200,0
B17-I-D-B26,18:00:00,21:00:00,1200,0
B17-I-D-B27,21:00:00,23:00:00,1200,0
B17-I-D-B28,23:00:00,24:00:00,1800,0
B17-I-L-B01,01:00:00,05:30:00,16200,0
B17-I-L-B02,05:30:00,06:30:00,900,0
B17-I-L-B03,06:30:00,08:00:00,675,0
B17-I-L-B04,08:00:00,09:30:00,771,0
B17-I-L-B05,09:30:00,12:30:00,720,0
B17-I-L-B06,12:30:00,14:00:00,675,0
B17-I-L-B07,14:00:00,16:30:00,750,0
B17-I-L-B08,16:30:00,18:30:00,800,0
B17-I-L-B09,18:30:00,20:30:00,720,0
B17-I-L-B10,20:30:00,23:00:00,900,0
B17-I-L-B11,23:00:00,24:00:00,1200,0
B17-I-S-B13,01:00:00,05:30:00,16200,0
B17-I-S-B14,05:30:00,06:30:00,1200,0
B17-I-S-B15,06:30:00,09:00:00,1000,0
B17-I-S-B16,09:00:00,12:00:00,900,0
B17-I-S-B17,12:00:00,15:00:00,981,0
B17-I-S-B18,15:00:00,19:30:00,1157,0
B17-I-S-B19,19:30:00,23:00:00,1260,0
B17-I-S-B20,23:00:00,24:00:00,1200,0
B18-I-D-B21,00:00:00,01:00:00,3600,0
B18-I-D-B23,05:30:00,07:30:00,1800,0
B18-I-D-B24,07:30:00,13:00:00,1800,0
B18-I-D-B25,13:00:00,18:00:00,1636,0
B18-I-D-B26,18:00:00,21:00:00,1200,0
B18-I-D-B27,21:00:00,23:00:00,1800,0
B18-I-D-B28,23:00:00,24:00:00,1800,0
B18-I-L-B00,00:00:00,01:00:00,3600,0
B18-I-L-B02,05:30:00,06:30:00,720,0
B18-I-L-B03,06:30:00,08:00:00,675,0
B18-I-L-B04,08:00:00,09:30:00,771,0
B18-I-L-B05,09:30:00,12:30:00,771,0
B18-I-L-B06,12:30:00,14:00:00,900,0
B18-I-L-B07,14:00:00,16:30:00,750,0
B18-I-L-B08,16:30:00,18:30:00,800,0
B18-I-L-B09,18:30:00,20:30:00,800,0
B18-I-L-B10,20:30:00,23:00:00,900,0
B18-I-L-B11,23:00:00,24:00:00,1200,0
B18-I-S-B12,00:00:00,01:00:00,3600,0
B18-I-S-B14,05:30:00,06:30:00,1200,0
B18-I-S-B15,06:30:00,09:00:00,1125,0
B18-I-S-B16,09:00:00,12:00:00,1200,0
B18-I-S-B17,12:00:00,15:00:00,1200,0
B18-I-S-B18,15:00:00,19:30:00,1246,0
B18-I-S-B19,19:30:00,23:00:00,1145,0
B18-I-S-B20,23:00:00,24:00:00,1800,0
B18-R-D-B23,05:30:00,07:30:00,1800,0
B18-R-D-B24,07:30:00,13:00:00,1800,0
B18-R-D-B25,13:00:00,18:00:00,1636,0
B18-R-D-B26,18:00:00,21:00:00,1200,0
B18-R-D-B27,21:00:00,23:00:00,1800,0
B18-R-D-B28,23:00:00,24:00:00,1800,0
B18-R-L-B01,01:00:00,05:30:00,8100,0
B18-R-L-B02,05:30:00,06:30:00,720,0
B18-R-L-B03,06:30:00,08:00:00,675,0
B18-R-L-B04,08:00:00,09:30:00,771,0
B18-R-L-B05,09:30:00,12:30:00,771,0
B18-R-L-B06,12:30:00,14:00:00,771,0
B18-R-L-B07,14:00:00,16:30:00,750,0
B18-R-L-B08,16:30:00,18:30:00,800,0
B18-R-L-B09,18:30:00,20:30:00,720,0
B18-R-L-B10,20:30:00,23:00:00,750,0
B18-R-L-B11,23:00:00,24:00:00,1200,0
B18-R-S-B14,05:30:00,06:30:00,1200,0
B18-R-S-B15,06:30:00,09:00:00,1125,0
B18-R-S-B16,09:00:00,12:00:00,1200,0
B18-R-S-B17,12:00:00,15:00:00,1200,0
B18-R-S-B18,15:00:00,19:30:00,1246,0
B18-R-S-B19,19:30:00,23:00:00,1145,0
B18-R-S-B20,23:00:00,24:00:00,1200,0
B18e-I-D-B21,00:00:00,01:00:00,3600,0
B18e-I-D-B23,05:30:00,07:30:00,1800,0
B18e-I-D-B24,07:30:00,13:00:00,1800,0
B18e-I-D-B25,13:00:00,18:00:00,1800,0
B18e-I-D-B26,18:00:00,21:00:00,1800,0
B18e-I-D-B27,21:00:00,23:00:00,1800,0
B18e-I-D-B28,23:00:00,24:00:00,1800,0
B18e-I-L-B02,05:30:00,06:30:00,900,0
B18e-I-L-B03,06:30:00,08:00:00,490,0
B18e-I-L-B04,08:00:00,09:30:00,675,0
B18e-I-L-B05,09:30:00,12:30:00,981,0
B18e-I-L-B06,12:30:00,14:00:00,1080,0
B18e-I-L-B07,14:00:00,16:30:00,1125,0
B18e-I-L-B08,16:30:00,18:30:00,720,0
B18e-I-L-B09,18:30:00,20:30:00,800,0
B18e-I-L-B10,20:30:00,23:00:00,1125,0
B18e-I-L-B11,23:00:00,24:00:00,3600,0
B18e-I-S-B14,05:30:00,06:30:00,1800,0
B18e-I-S-B15,06:30:00,09:00:00,1800,0
B18e-I-S-B16,09:00:00,12:00:00,1200,0
B18e-I-S-B17,12:00:00,15:00:00,1542,0
B18e-I-S-B18,15:00:00,19:30:00,1800,0
B18e-I-S-B19,19:30:00,23:00:00,1800,0
B18e-I-S-B20,23:00:00,24:00:00,3600,0
B18e-R-D-B22,01:00:00,05:30:00,16200,0
B18e-R-D-B23,05:30:00,07:30:00,1800,0
B18e-R-D-B24,07:30:00,13:00:00,1800,0
B18e-R-D-B25,13:00:00,18:00:00,1800,0
B18e-R-D-B26,18:00:00,21:00:00,1800,0
B18e-R-D-B27,21:00:00,23:00:00,1800,0
B18e-R-D-B28,23:00:00,24:00:00,1800,0
B18e-R-L-B01,01:00:00,05:30:00,8100,0
B18e-R-L-B02,05:30:00,06:30:00,900,0
B18e-R-L-B03,06:30:00,08:00:00,900,0
B18e-R-L-B04,08:00:00,09:30:00,771,0
B18e-R-L-B05,09:30:00,12:30:00,1080,0
B18e-R-L-B06,12:30:00,14:00:00,900,0
B18e-R-L-B07,14:00:00,16:30:00,900,0
B18e-R-L-B08,16:30:00,18:30:00,720,0
B18e-R-L-B09,18:30:00,20:30:00,553,0
B18e-R-L-B10,20:30:00,23:00:00,1125,0
B18e-R-S-B13,01:00:00,05:30:00,16200,0
B18e-R-S-B14,05:30:00,06:30:00,1800,0
B18e-R-S-B15,06:30:00,09:00:00,1800,0
B18e-R-S-B16,09:00:00,12:00:00,1200,0
B18e-R-S-B17,12:00:00,15:00:00,1542,0
B18e-R-S-B18,15:00:00,19:30:00,1800,0
B18e-R-S-B19,19:30:00,23:00:00,1800,0
B19-R-D-B22,01:00:00,05:30:00,16200,0
B19-R-D-B23,05:30:00,07:30:00,1440,0
B19-R-D-B24,07:30:00,13:00:00,1164,0
B19-R-D-B25,13:00:00,18:00:00,1200,0
B19-R-D-B26,18:00:00,21:00:00,1200,0
B19-R-D-B27,21:00:00,23:00:00,1440,0
B19-R-D-B28,23:00:00,24:00:00,1800,0
B19-R-L-B01,01:00:00,05:30:00,16200,0
B19-R-L-B02,05:30:00,06:30:00,900,0
B19-R-L-B03,06:30:00,08:00:00,675,0
B19-R-L-B04,08:00:00,09:30:00,771,0
B19-R-L-B05,09:30:00,12:30:00,720,0
B19-R-L-B06,12:30:00,14:00:00,675,0
B19-R-L-B07,14:00:00,16:30:00,750,0
B19-R-L-B08,16:30:00,18:30:00,720,0
B19-R-L-B09,18:30:00,20:30:00,720,0
B19-R-L-B10,20:30:00,23:00:00,1000,0
B19-R-S-B13,01:00:00,05:30:00,16200,0
B19-R-S-B14,05:30:00,06:30:00,1200,0
B19-R-S-B15,06:30:00,09:00:00,1000,0
B19-R-S-B16,09:00:00,12:00:00,981,0
B19-R-S-B17,12:00:00,15:00:00,1200,0
B19-R-S-B18,15:00:00,19:30:00,1157,0
B19-R-S-B19,19:30:00,23:00:00,1260,0
B20-I-D-B23,05:30:00,07:30:00,1440,0
B20-I-D-B24,07:30:00,13:00:00,1164,0
B20-I-D-B25,13:00:00,18:00:00,1200,0
B20-I-D-B26,18:00:00,21:00:00,1200,0
B20-I-D-B27,21:00:00,23:00:00,1800,0
B20-I-L-B02,05:30:00,06:30:00,720,0
B20-I-L-B03,06:30:00,08:00:00,675,0
B20-I-L-B04,08:00:00,09:30:00,771,0
B20-I-L-B05,09:30:00,12:30:00,900,0
B20-I-L-B06,12:30:00,14:00:00,675,0
B20-I-L-B07,14:00:00,16:30:00,900,0
B20-I-L-B08,16:30:00,18:30:00,720,0
B20-I-L-B09,18:30:00,20:30:00,720,0
B20-I-L-B10,20:30:00,23:00:00,1000,0
B20-I-S-B14,05:30:00,06:30:00,1200,0
B20-I-S-B15,06:30:00,09:00:00,692,0
B20-I-S-B16,09:00:00,12:00:00,900,0
B20-I-S-B17,12:00:00,15:00:00,981,0
B20-I-S-B18,15:00:00,19:30:00,1246,0
B20-I-S-B19,19:30:00,23:00:00,1574,0
B21-I-D-B23,05:30:00,07:30:00,1440,0
B21-I-D-B24,07:30:00,13:00:00,1237,0
B21-I-D-B25,13:00:00,18:00:00,1200,0
B21-I-D-B26,18:00:00,21:00:00,1200,0
B21-I-D-B27,21:00:00,23:00:00,1200,0
B21-I-L-B02,05:30:00,06:30:00,1200,0
B21-I-L-B03,06:30:00,08:00:00,771,0
B21-I-L-B04,08:00:00,09:30:00,771,0
B21-I-L-B05,09:30:00,12:30:00,771,0
B21-I-L-B06,12:30:00,14:00:00,675,0
B21-I-L-B07,14:00:00,16:30:00,750,0
B21-I-L-B08,16:30:00,18:30:00,720,0
B21-I-L-B09,18:30:00,20:30:00,720,0
B21-I-L-B10,20:30:00,23:00:00,1000,0
B21-I-S-B14,05:30:00,06:30:00,1800,0
B21-I-S-B15,06:30:00,09:00:00,1125,0
B21-I-S-B16,09:00:00,12:00:00,900,0
B21-I-S-B17,12:00:00,15:00:00,900,0
B21-I-S-B18,15:00:00,19:30:00,1080,0
B21-I-S-B19,19:30:00,23:00:00,1145,0
B21-R-D-B22,01:00:00,05:30:00,16200,0
B21-R-D-B23,05:30:00,07:30:00,1200,0
B21-R-D-B24,07:30:00,13:00:00,1237,0
B21-R-D-B25,13:00:00,18:00:00,1200,0
B21-R-D-B26,18:00:00,21:00:00,1200,0
B21-R-D-B27,21:00:00,23:00:00,1200,0
B21-R-L-B01,01:00:00,05:30:00,16200,0
B21-R-L-B02,05:30:00,06:30:00,900,0
B21-R-L-B03,06:30:00,08:00:00,675,0
B21-R-L-B04,08:00:00,09:30:00,771,0
B21-R-L-B05,09:30:00,12:30:00,771,0
B21-R-L-B06,12:30:00,14:00:00,675,0
B21-R-L-B07,14:00:00,16:30:00,750,0
B21-R-L-B08,16:30:00,18:30:00,720,0
B21-R-L-B09,18:30:00,20:30:00,720,0
B21-R-L-B10,20:30:00,23:00:00,1000,0
B21-R-S-B13,01:00:00,05:30:00,16200,0
B21-R-S-B14,05:30:00,06:30:00,1800,0
B21-R-S-B15,06:30:00,09:00:00,1125,0
B21-R-S-B16,09:00:00,12:00:00,900,0
B21-R-S-B17,12:00:00,15:00:00,900,0
B21-R-S-B18,15:00:00,19:30:00,1080,0
B21-R-S-B19,19:30:00,23:00:00,1145,0
B22-I-D-B23,05:30:00,07:30:00,1440,0
B22-I-D-B24,07:30:00,13:00:00,1164,0
B22-I-D-B25,13:00:00,18:00:00,1200,0
B22-I-D-B26,18:00:00,21:00:00,1200,0
B22-I-D-B27,21:00:00,23:00:00,1800,0
B22-I-D-B28,23:00:00,24:00:00,1800,0
B22-I-L-B02,05:30:00,06:30:00,900,0
B22-I-L-B03,06:30:00,08:00:00,675,0
B22-I-L-B04,08:00:00,09:30:00,675,0
B22-I-L-B05,09:30:00,12:30:00,720,0
B22-I-L-B06,12:30:00,14:00:00,771,0
B22-I-L-B07,14:00:00,16:30:00,750,0
B22-I-L-B08,16:30:00,18:30:00,654,0
B22-I-L-B09,18:30:00,20:30:00,654,0
B22-I-L-B10,20:30:00,23:00:00,1125,0
B22-I-L-B11,23:00:00,24:00:00,1200,0
B22-I-S-B14,05:30:00,06:30:00,1800,0
B22-I-S-B15,06:30:00,09:00:00,1000,0
B22-I-S-B16,09:00:00,12:00:00,900,0
B22-I-S-B17,12:00:00,15:00:00,900,0
B22-I-S-B18,15:00:00,19:30:00,1012,0
B22-I-S-B19,19:30:00,23:00:00,1260,0
B22-I-S-B20,23:00:00,24:00:00,1200,0
B22-R-D-B23,05:30:00,07:30:00,1440,0
B22-R-D-B24,07:30:00,13:00:00,1164,0
B22-R-D-B25,13:00:00,18:00:00,1200,0
B22-R-D-B26,18:00:00,21:00:00,1200,0
B22-R-D-B27,21:00:00,23:00:00,1800,0
B22-R-D-B28,23:00:00,24:00:00,1800,0
B22-R-L-B02,05:30:00,06:30:00,900,0
B22-R-L-B03,06:30:00,08:00:00,600,0
B22-R-L-B04,08:00:00,09:30:00,675,0
B22-R-L-B05,09:30:00,12:30:00,720,0
B22-R-L-B06,12:30:00,14:00:00,771,0
B22-R-L-B07,14:00:00,16:30:00,750,0
B22-R-L-B08,16:30:00,18:30:00,654,0
B22-R-L-B09,18:30:00,20:30:00,654,0
B22-R-L-B10,20:30:00,23:00:00,1125,0
B22-R-L-B11,23:00:00,24:00:00,1200,0
B22-R-S-B14,05:30:00,06:30:00,1800,0
B22-R-S-B15,06:30:00,09:00:00,1000,0
B22-R-S-B16,09:00:00,12:00:00,900,0
B22-R-S-B17,12:00:00,15:00:00,900,0
B22-R-S-B18,15:00:00,19:30:00,1012,0
B22-R-S-B19,19:30:00,23:00:00,1260,0
B22-R-S-B20,23:00:00,24:00:00,1200,0
B24-I-D-B23,05:30:00,07:30:00,1440,0
B24-I-D-B24,07:30:00,13:00:00,1042,0
B24-I-D-B25,13:00:00,18:00:00,1058,0
B24-I-D-B26,18:00:00,21:00:00,1200,0
B24-I-D-B27,21:00:00,23:00:00,1800,0
B24-I-L-B02,05:30:00,06:30:00,720,0
B24-I-L-B03,06:30:00,08:00:00,600,0
B24-I-L-B04,08:00:00,09:30:00,771,0
B24-I-L-B05,09:30:00,12:30:00,900,0
B24-I-L-B06,12:30:00,14:00:00,900,0
B24-I-L-B07,14:00:00,16:30:00,692,0
B24-I-L-B08,16:30:00,18:30:00,600,0
B24-I-L-B09,18:30:00,20:30:00,720,0
B24-I-L-B10,20:30:00,23:00:00,900,0
B24-I-S-B14,05:30:00,06:30:00,1200,0
B24-I-S-B15,06:30:00,09:00:00,692,0
B24-I-S-B16,09:00:00,12:00:00,771,0
B24-I-S-B17,12:00:00,15:00:00,981,0
B24-I-S-B18,15:00:00,19:30:00,1246,0
B24-I-S-B19,19:30:00,23:00:00,1260,0
B25-I-D-B22,01:00:00,05:30:00,16200,0
B25-I-D-B23,05:30:00,07:30:00,1440,0
B25-I-D-B24,07:30:00,13:00:00,1164,0
B25-I-D-B25,13:00:00,18:00:00,1200,0
B25-I-D-B26,18:00:00,21:00:00,1200,0
B25-I-D-B27,21:00:00,23:00:00,1440,0
B25-I-D-B28,23:00:00,24:00:00,1800,0
B25-I-L-B01,01:00:00,05:30:00,16200,0
B25-I-L-B02,05:30:00,06:30:00,1200,0
B25-I-L-B03,06:30:00,08:00:00,1080,0
B25-I-L-B04,08:00:00,09:30:00,900,0
B25-I-L-B05,09:30:00,12:30:00,900,0
B25-I-L-B06,12:30:00,14:00:00,900,0
B25-I-L-B07,14:00:00,16:30:00,750,0
B25-I-L-B08,16:30:00,18:30:00,900,0
B25-I-L-B09,18:30:00,20:30:00,900,0
B25-I-L-B10,20:30:00,23:00:00,1125,0
B25-I-L-B11,23:00:00,24:00:00,1200,0
B25-I-S-B13,01:00:00,05:30:00,16200,0
B25-I-S-B14,05:30:00,06:30:00,1800,0
B25-I-S-B15,06:30:00,09:00:00,1000,0
B25-I-S-B16,09:00:00,12:00:00,1080,0
B25-I-S-B17,12:00:00,15:00:00,1200,0
B25-I-S-B18,15:00:00,19:30:00,1157,0
B25-I-S-B19,19:30:00,23:00:00,1260,0
B25-I-S-B20,23:00:00,24:00:00,1800,0
B26-I-D-B22,01:00:00,05:30:00,8100,0
B26-I-D-B23,05:30:00,07:30:00,1200,0
B26-I-D-B24,07:30:00,13:00:00,1042,0
B26-I-D-B25,13:00:00,18:00:00,1000,0
B26-I-D-B26,18:00:00,21:00:00,1200,0
B26-I-D-B27,21:00:00,23:00:00,1200,0
B26-I-D-B28,23:00:00,24:00:00,1800,0
B26-I-L-B01,01:00:00,05:30:00,4050,0
B26-I-L-B02,05:30:00,06:30:00,600,0
B26-I-L-B03,06:30:00,08:00:00,540,0
B26-I-L-B04,08:00:00,09:30:00,600,0
B26-I-L-B05,09:30:00,12:30:00,600,0
B26-I-L-B06,12:30:00,14:00:00,600,0
B26-I-L-B07,14:00:00,16:30:00,600,0
B26-I-L-B08,16:30:00,18:30:00,600,0
B26-I-L-B09,18:30:00,20:30:00,654,0
B26-I-L-B10,20:30:00,23:00:00,750,0
B26-I-L-B11,23:00:00,24:00:00,1200,0
B26-I-S-B13,01:00:00,05:30:00,8100,0
B26-I-S-B14,05:30:00,06:30:00,1200,0
B26-I-S-B15,06:30:00,09:00:00,900,0
B26-I-S-B16,09:00:00,12:00:00,720,0
B26-I-S-B17,12:00:00,15:00:00,720,0
B26-I-S-B18,15:00:00,19:30:00,1012,0
B26-I-S-B19,19:30:00,23:00:00,1260,0
B26-I-S-B20,23:00:00,24:00:00,1200,0
B27-I-D-B23,05:30:00,07:30:00,1200,0
B27-I-D-B24,07:30:00,13:00:00,1042,0
B27-I-D-B25,13:00:00,18:00:00,1058,0
B27-I-D-B26,18:00:00,21:00:00,1200,0
B27-I-D-B27,21:00:00,23:00:00,1200,0
B27-I-D-B28,23:00:00,24:00:00,1200,0
B27-I-L-B02,05:30:00,06:30:00,720,0
B27-I-L-B03,06:30:00,08:00:00,600,0
B27-I-L-B04,08:00:00,09:30:00,675,0
B27-I-L-B05,09:30:00,12:30:00,720,0
B27-I-L-B06,12:30:00,14:00:00,675,0
B27-I-L-B07,14:00:00,16:30:00,750,0
B27-I-L-B08,16:30:00,18:30:00,600,0
B27-I-L-B09,18:30:00,20:30:00,654,0
B27-I-L-B10,20:30:00,23:00:00,1000,0
B27-I-L-B11,23:00:00,24:00:00,1800,0
B27-I-S-B14,05:30:00,06:30:00,1800,0
B27-I-S-B15,06:30:00,09:00:00,750,0
B27-I-S-B16,09:00:00,12:00:00,720,0
B27-I-S-B17,12:00:00,15:00:00,900,0
B27-I-S-B18,15:00:00,19:30:00,1157,0
B27-I-S-B19,19:30:00,23:00:00,1145,0
B27-I-S-B20,23:00:00,24:00:00,1800,0
B27-R-D-B23,05:30:00,07:30:00,1200,0
B27-R-D-B24,07:30:00,13:00:00,1042,0
B27-R-D-B25,13:00:00,18:00:00,1058,0
B27-R-D-B26,18:00:00,21:00:00,1200,0
B27-R-D-B27,21:00:00,23:00:00,1200,0
B27-R-D-B28,23:00:00,24:00:00,1200,0
