pathway_id,from_stop_id,to_stop_id,pathway_mode,is_bidirectional
RC-1,RC-A,RC-ZNP,2,1
RC-2,RC-ZNP,RC-ZP,6,0
RC-3,RC-ZP,RC-ZNP,7,0
RC-4,RC-ZP,RC-L5-V1,2,1
RC-5,RC-ZP,RC-L5-V2,2,1
DS-1,DS-A,DS-ZNP,2,1
DS-2,DS-ZNP,DS-ZP,6,0
DS-3,DS-ZP,DS-ZNP,7,0
DS-4,DS-ZP,DS-L5-V1,2,1
DS-5,DS-ZP,DS-L5-V2,2,1
GL-1,GL-A,GL-ZNP,2,1
GL-2,GL-B,GL-ZNP,2,1
GL-3,GL-C,GL-ZNP,2,1
GL-4,GL-ZNP,GL-ZP,6,0
GL-5,GL-ZP,GL-ZNP,7,0
GL-6,GL-ZP,GL-L5-V1,2,1
GL-7,GL-ZP,GL-L5-V2,2,1
COL-1,COL-A,COL-ZNP,2,1
COL-2,COL-B,COL-ZNP,2,1
COL-3,COL-ZNP,COL-ZP,6,0
COL-4,COL-ZP,COL-ZNP,7,0
COL-5,COL-ZP,COL-L4-V1,2,1
COL-6,COL-ZP,COL-L4-V2,2,1
GO-1,GO-A,GO-ZNP,2,1
GO-2,GO-B,GO-ZNP,2,1
GO-3,GO-ZNP,GO-ZP,6,0
GO-4,GO-ZP,GO-ZNP,7,0
GO-5,GO-ZP,GO-L1-V1,2,1
GO-6,GO-ZP,GO-L1-V2,2,1
EM-1,EM-A,EM-ZNP,2,1
EM-2,EM-B,EM-ZNP,2,1
EM-3,EM-C,EM-ZNP,2,1
EM-4,EM-D,EM-ZNP,2,1
EM-5,EM-ZNP,EM-ZP,6,0
EM-6,EM-ZP,EM-ZNP,7,0
EM-7,EM-ZP,EM-L1-V1,2,1
EM-8,EM-ZP,EM-L1-V2,2,1
EL-1,EL-A,EL-ZNP,2,1
EL-2,EL-B,EL-ZNP,2,1
EL-3,EL-C,EL-ZNP,2,1
EL-4,EL-ZNP,EL-ZP,6,0
EL-5,EL-ZP,EL-ZNP,7,0
EL-6,EL-ZP,EL-L1-V1,2,1
EL-7,EL-ZP,EL-L1-V2,2,1
LS-1,LS-A,LS-ZNP,2,1
LS-2,LS-ZNP,LS-ZP,6,0
LS-3,LS-ZP,LS-ZNP,7,0
LS-4,LS-ZP,LS-L5-V1,2,1
LS-5,LS-ZP,LS-L5-V2,2,1
LP-1,LP-A,LP-ZNP,2,1
LP-2,LP-ZNP,LP-ZP,6,0
LP-3,LP-ZP,LP-ZNP,7,0
LP-4,LP-ZP,LP-L5-V1,2,1
LP-5,LP-ZP,LP-L5-V2,2,1
HM-1,HM-A,HM-ZNP,2,1
HM-2,HM-ZNP,HM-ZP,6,0
HM-3,HM-ZP,HM-ZNP,7,0
HM-4,HM-ZP,HM-L1-V1,2,1
HM-5,HM-ZP,HM-L1-V2,2,1
LM-1,LM-A,LM-ZNP,2,1
LM-2,LM-B,LM-ZNP,2,1
LM-3,LM-C,LM-ZNP,2,1
LM-4,LM-D,LM-ZNP,2,1
LM-5,LM-E,LM-ZNP,2,1
LM-6,LM-ZNP,LM-ZP,6,0
LM-7,LM-ZP,LM-ZNP,7,0
LM-8,LM-ZP,LM-L1-V1,2,1
LM-9,LM-ZP,LM-L1-V2,2,1
LGR-1,LGR-A,LGR-ZNP,2,1
LGR-2,LGR-B,LGR-ZNP,2,1
LGR-3,LGR-ZNP,LGR-ZP,6,0
LGR-4,LGR-ZP,LGR-ZNP,7,0
LGR-5,LGR-ZP,LGR-L4A-V1,2,1
LGR-6,LGR-ZP,LGR-L4A-V2,2,1
ECO-1,ECO-A,ECO-ZNP,2,1
ECO-2,ECO-ZNP,ECO-ZP,6,0
ECO-3,ECO-ZP,ECO-ZNP,7,0
ECO-4,ECO-ZP,ECO-L4-V1,2,1
ECO-5,ECO-ZP,ECO-L4-V2,2,1
BIL-1,BIL-A,BIL-ZNP,2,1
BIL-2,BIL-B,BIL-ZNP,2,1
BIL-3,BIL-ZNP,BIL-ZP,6,0
BIL-4,BIL-ZP,BIL-ZNP,7,0
BIL-5,BIL-ZP,BIL-L4-V1,2,1
BIL-6,BIL-ZP,BIL-L4-V2,2,1
RGR-1,RGR-A,RGR-ZNP,2,1
RGR-2,RGR-B,RGR-ZNP,2,1
RGR-3,RGR-C,RGR-ZNP,2,1
RGR-4,RGR-D,RGR-ZNP,2,1
RGR-5,RGR-ZNP,RGR-ZP,6,0
RGR-6,RGR-ZP,RGR-ZNP,7,0
RGR-7,RGR-ZP,RGR-L4-V1,2,1
RGR-8,RGR-ZP,RGR-L4-V2,2,1
LO-1,LO-A,LO-ZNP,2,1
LO-2,LO-B,LO-ZNP,2,1
LO-3,LO-ZNP,LO-ZP,6,0
LO-4,LO-ZP,LO-ZNP,7,0
LO-5,LO-ZP,LO-L2-V1,2,1
LO-6,LO-ZP,LO-L2-V2,2,1
LV-1,LV-A,LV-ZNP,2,1
LV-2,LV-B,LV-ZNP,2,1
LV-3,LV-ZNP,LV-ZP,6,0
LV-4,LV-ZP,LV-ZNP,7,0
LV-5,LV-ZP,LV-L2-V1,2,1
LV-6,LV-ZP,LV-L2-V2,2,1
LR-1,LR-A,LR-ZNP,2,1
LR-2,LR-B,LR-ZNP,2,1
LR-3,LR-C,LR-ZNP,2,1
LR-4,LR-D,LR-ZNP,2,1
LR-5,LR-ZNP,LR-ZP,6,0
LR-6,LR-ZP,LR-ZNP,7,0
LR-7,LR-ZP,LR-L1-V1,2,1
LR-8,LR-ZP,LR-L1-V2,2,1
SRA-1,SRA-A,SRA-ZNP,2,1
SRA-2,SRA-B,SRA-ZNP,2,1
SRA-3,SRA-ZNP,SRA-ZP,6,0
SRA-4,SRA-ZP,SRA-ZNP,7,0
SRA-5,SRA-ZP,SRA-L4A-V1,2,1
SRA-6,SRA-ZP,SRA-L4A-V2,2,1
SJU-1,SJU-A,SJU-ZNP,2,1
SJU-2,SJU-B,SJU-ZNP,2,1
SJU-3,SJU-ZNP,SJU-ZP,6,0
SJU-4,SJU-ZP,SJU-ZNP,7,0
SJU-5,SJU-ZP,SJU-L4A-V1,2,1
SJU-6,SJU-ZP,SJU-L4A-V2,2,1
SRO-1,SRO-A,SRO-ZNP,2,1
SRO-2,SRO-B,SRO-ZNP,2,1
SRO-3,SRO-D,SRO-ZNP,2,1
SRO-4,SRO-C,SRO-ZNP,2,1
SRO-5,SRO-ZNP,SRO-ZP,6,0
SRO-6,SRO-ZP,SRO-ZNP,7,0
SRO-7,SRO-ZP,SRO-L4A-V1,2,1
SRO-8,SRO-ZP,SRO-L4A-V2,2,1
HSR-1,HSR-A,HSR-ZNP,2,1
HSR-2,HSR-B,HSR-ZNP,2,1
HSR-3,HSR-ZNP,HSR-ZP,6,0
HSR-4,HSR-ZP,HSR-ZNP,7,0
HSR-5,HSR-ZP,HSR-L4-V1,2,1
HSR-6,HSR-ZP,HSR-L4-V2,2,1
LME-1,LME-A,LME-ZNP,2,1
LME-2,LME-B,LME-ZNP,2,1
LME-3,LME-ZNP,LME-ZP,6,0
LME-4,LME-ZP,LME-ZNP,7,0
LME-5,LME-ZP,LME-L4-V1,2,1
LME-6,LME-ZP,LME-L4-V2,2,1
LTO-1,LTO-A,LTO-ZNP,2,1
LTO-2,LTO-B,LTO-ZNP,2,1
LTO-3,LTO-ZNP,LTO-ZP,6,0
LTO-4,LTO-ZP,LTO-ZNP,7,0
LTO-5,LTO-ZP,LTO-L4-V1,2,1
LTO-6,LTO-ZP,LTO-L4-V2,2,1
LOR-1,LOR-A,LOR-ZNP,2,1
LOR-2,LOR-B,LOR-ZNP,2,1
LOR-3,LOR-ZNP,LOR-ZP,6,0
LOR-4,LOR-ZP,LOR-ZNP,7,0
LOR-5,LOR-ZP,LOR-L4-V1,2,1
LOR-6,LOR-ZP,LOR-L4-V2,2,1
LPR-1,LPR-A,LPR-ZNP,2,1
LPR-2,LPR-B,LPR-ZNP,2,1
LPR-3,LPR-ZNP,LPR-ZP,6,0
LPR-4,LPR-ZP,LPR-ZNP,7,0
LPR-5,LPR-ZP,LPR-L4-V1,2,1
LPR-6,LPR-ZP,LPR-L4-V2,2,1
LQU-1,LQU-A,LQU-ZNP,2,1
LQU-2,LQU-ZNP,LQU-ZP,6,0
LQU-3,LQU-ZP,LQU-ZNP,7,0
LQU-4,LQU-ZP,LQU-L4-V1,2,1
LQU-5,LQU-ZP,LQU-L4-V2,2,1
MAC-1,MAC-A,MAC-ZNP,2,1
MAC-2,MAC-B,MAC-ZNP,2,1
MAC-3,MAC-ZNP,MAC-ZP,6,0
MAC-4,MAC-ZP,MAC-ZNP,7,0
MAC-5,MAC-ZP,MAC-L4-V1,2,1
MAC-6,MAC-ZP,MAC-L4-V2,2,1
PPA-1,PPA-A,PPA-ZNP,2,1
PPA-2,PPA-B,PPA-ZNP,2,1
PPA-3,PPA-C,PPA-ZNP,2,1
PPA-4,PPA-D,PPA-ZNP,2,1
PPA-5,PPA-ZNP,PPA-ZP,6,0
PPA-6,PPA-ZP,PPA-ZNP,7,0
PPA-7,PPA-ZP,PPA-L4-V1,2,1
PPA-8,PPA-ZP,PPA-L4-V2,2,1
PDG-1,PDG-A,PDG-ZNP,2,1
PDG-2,PDG-B,PDG-ZNP,2,1
PDG-3,PDG-C,PDG-ZNP,2,1
PDG-4,PDG-ZNP,PDG-ZP,6,0
PDG-5,PDG-ZP,PDG-ZNP,7,0
PDG-6,PDG-ZP,PDG-L4-V1,2,1
PDG-7,PDG-ZP,PDG-L4-V2,2,1
PIN-1,PIN-A,PIN-ZNP,2,1
PIN-2,PIN-B,PIN-ZNP,2,1
PIN-3,PIN-ZNP,PIN-ZP,6,0
PIN-4,PIN-ZP,PIN-ZNP,7,0
PIN-5,PIN-ZP,PIN-L4-V1,2,1
PIN-6,PIN-ZP,PIN-L4-V2,2,1
RQU-1,RQU-A,RQU-ZNP,2,1
RQU-2,RQU-B,RQU-ZNP,2,1
RQU-3,RQU-ZNP,RQU-ZP,6,0
RQU-4,RQU-ZP,RQU-ZNP,7,0
RQU-5,RQU-ZP,RQU-L4-V1,2,1
RQU-6,RQU-ZP,RQU-L4-V2,2,1
RMA-1,RMA-A,RMA-ZNP,2,1
RMA-2,RMA-ZNP,RMA-ZP,6,0
RMA-3,RMA-ZP,RMA-ZNP,7,0
RMA-4,RMA-ZP,RMA-L4-V1,2,1
RMA-5,RMA-ZP,RMA-L4-V2,2,1
SJE-1,SJE-A,SJE-ZNP,2,1
SJE-2,SJE-ZNP,SJE-ZP,6,0
SJE-3,SJE-ZP,SJE-ZNP,7,0
SJE-4,SJE-ZP,SJE-L4-V1,2,1
SJE-5,SJE-ZP,SJE-L4-V2,2,1
SBO-1,SBO-A,SBO-ZNP,2,1
SBO-2,SBO-B,SBO-ZNP,2,1
SBO-3,SBO-ZNP,SBO-ZP,6,0
SBO-4,SBO-ZP,SBO-ZNP,7,0
SBO-5,SBO-ZP,SBO-L4-V1,2,1
SBO-6,SBO-ZP,SBO-L4-V2,2,1
PR-1,PR-A,PR-ZNP,2,1
PR-2,PR-ZNP,PR-ZP,6,0
PR-3,PR-ZP,PR-ZNP,7,0
PR-4,PR-ZP,PR-L5-V1,2,1
PR-5,PR-ZP,PR-L5-V2,2,1
PAC-1,PAC-A,PAC-ZNP,2,1
PAC-2,PAC-ZNP,PAC-ZP,6,0
PAC-3,PAC-ZP,PAC-ZNP,7,0
PAC-4,PAC-ZP,PAC-L6-V1,2,1
PAC-5,PAC-ZP,PAC-L6-V2,2,1
TRI-1,TRI-A,TRI-ZNP,2,1
TRI-2,TRI-ZNP,TRI-ZP,6,0
TRI-3,TRI-ZP,TRI-ZNP,7,0
TRI-4,TRI-ZP,TRI-L4-V1,2,1
TRI-5,TRI-ZP,TRI-L4-V2,2,1
MA-1,MA-A,MA-ZNP,2,1
MA-2,MA-ZNP,MA-ZP,6,0
MA-3,MA-ZP,MA-ZNP,7,0
MA-4,MA-ZP,MA-L5-V1,2,1
MA-5,MA-ZP,MA-L5-V2,2,1
MT-1,MT-A,MT-ZNP,2,1
MT-2,MT-ZNP,MT-ZP,6,0
MT-3,MT-ZP,MT-ZNP,7,0
MT-4,MT-ZP,MT-L5-V1,2,1
MT-5,MT-ZP,MT-L5-V2,2,1
PB-1,PB-A,PB-ZNP,2,1
PB-2,PB-B,PB-ZNP,2,1
PB-3,PB-ZNP,PB-ZP,6,0
PB-4,PB-ZP,PB-ZNP,7,0
PB-5,PB-ZP,PB-L5-V1,2,1
PB-6,PB-ZP,PB-L5-V2,2,1
PE-1,PE-A,PE-ZNP,2,1
PE-2,PE-ZNP,PE-ZP,6,0
PE-3,PE-ZP,PE-ZNP,7,0
PE-4,PE-ZP,PE-L5-V1,2,1
PE-5,PE-ZP,PE-L5-V2,2,1
PM-1,PM-A,PM-ZNP,2,1
PM-2,PM-B,PM-ZNP,2,1
PM-3,PM-C,PM-ZNP,2,1
PM-4,PM-ZNP,PM-ZP,6,0
PM-5,PM-ZP,PM-ZNP,7,0
PM-6,PM-ZP,PM-L5-V1,2,1
PM-7,PM-ZP,PM-L5-V2,2,1
PU-1,PU-A,PU-ZNP,2,1
PU-2,PU-B,PU-ZNP,2,1
PU-3,PU-ZNP,PU-ZP,6,0
PU-4,PU-ZP,PU-ZNP,7,0
PU-5,PU-ZP,PU-L5-V1,2,1
PU-6,PU-ZP,PU-L5-V2,2,1
QN-1,QN-A,QN-ZNP,2,1
QN-2,QN-B,QN-ZNP,2,1
QN-3,QN-ZNP,QN-ZP,6,0
QN-4,QN-ZP,QN-ZNP,7,0
QN-5,QN-ZP,QN-L5-V1,2,1
QN-6,QN-ZP,QN-L5-V2,2,1
RA-1,RA-A,RA-ZNP,2,1
RA-2,RA-ZNP,RA-ZP,6,0
RA-3,RA-ZP,RA-ZNP,7,0
RA-4,RA-ZP,RA-L5-V1,2,1
RA-5,RA-ZP,RA-L5-V2,2,1
PQU-1,PQU-A,PQU-ZNP,2,1
PQU-2,PQU-B,PQU-ZNP,2,1
PQU-3,PQU-ZNP,PQU-ZP,6,0
PQU-4,PQU-ZP,PQU-ZNP,7,0
PQU-5,PQU-ZP,PQU-L3-V1,2,1
PQU-6,PQU-ZP,PQU-L3-V2,2,1
SJ-1,SJ-A,SJ-ZNP,2,1
SJ-2,SJ-B,SJ-ZNP,2,1
SJ-3,SJ-ZNP,SJ-ZP,6,0
SJ-4,SJ-ZP,SJ-ZNP,7,0
SJ-5,SJ-ZP,SJ-L5-V1,2,1
SJ-6,SJ-ZP,SJ-L5-V2,2,1
OB-1,OB-A,OB-ZNP,2,1
OB-2,OB-ZNP,OB-ZP,6,0
OB-3,OB-ZP,OB-ZNP,7,0
OB-4,OB-ZP,OB-L2-V1,2,1
OB-5,OB-ZP,OB-L2-V2,2,1
PQ-1,PQ-A,PQ-ZNP,2,1
PQ-2,PQ-B,PQ-ZNP,2,1
PQ-3,PQ-ZNP,PQ-ZP,6,0
PQ-4,PQ-ZP,PQ-ZNP,7,0
PQ-5,PQ-ZP,PQ-L2-V1,2,1
PQ-6,PQ-ZP,PQ-L2-V2,2,1
LD-1,LD-A,LD-ZNP,2,1
LD-2,LD-B,LD-ZNP,2,1
LD-3,LD-C,LD-ZNP,2,1
LD-4,LD-ZNP,LD-ZP,6,0
LD-5,LD-ZP,LD-ZNP,7,0
LD-6,LD-ZP,LD-L1-V1,2,1
LD-7,LD-ZP,LD-L1-V2,2,1
PT-1,PT-A,PT-ZNP,2,1
PT-2,PT-B,PT-ZNP,2,1
PT-3,PT-ZNP,PT-ZP,6,0
PT-4,PT-ZP,PT-ZNP,7,0
PT-5,PT-ZP,PT-L2-V1,2,1
PT-6,PT-ZP,PT-L2-V2,2,1
RO-1,RO-A,RO-ZNP,2,1
RO-2,RO-ZNP,RO-ZP,6,0
RO-3,RO-ZP,RO-ZNP,7,0
RO-4,RO-ZP,RO-L2-V1,2,1
RO-5,RO-ZP,RO-L2-V2,2,1
SM-1,SM-A,SM-ZNP,2,1
SM-2,SM-B,SM-ZNP,2,1
SM-3,SM-C,SM-ZNP,2,1
SM-4,SM-D,SM-ZNP,2,1
SM-5,SM-ZNP,SM-ZP,6,0
SM-6,SM-ZP,SM-ZNP,7,0
SM-7,SM-ZP,SM-L2-V1,2,1
SM-8,SM-ZP,SM-L2-V2,2,1
TO-1,TO-A,TO-ZNP,2,1
TO-2,TO-B,TO-ZNP,2,1
TO-3,TO-ZNP,TO-ZP,6,0
TO-4,TO-ZP,TO-ZNP,7,0
TO-5,TO-ZP,TO-L2-V1,2,1
TO-6,TO-ZP,TO-L2-V2,2,1
AV-1,AV-A,AV-ZNP,2,1
AV-2,AV-B,AV-ZNP,2,1
AV-3,AV-ZNP,AV-ZP,6,0
AV-4,AV-ZP,AV-ZNP,7,0
AV-5,AV-ZP,AV-L2-V1,2,1
AV-6,AV-ZP,AV-L2-V2,2,1
MQ-1,MQ-A,MQ-ZNP,2,1
MQ-2,MQ-B,MQ-ZNP,2,1
MQ-3,MQ-C,MQ-ZNP,2,1
MQ-4,MQ-D,MQ-ZNP,2,1
MQ-5,MQ-E,MQ-ZNP,2,1
MQ-6,MQ-F,MQ-ZNP,2,1
MQ-7,MQ-ZNP,MQ-ZP,6,0
MQ-8,MQ-ZP,MQ-ZNP,7,0
MQ-9,MQ-ZP,MQ-L1-V1,2,1
MQ-10,MQ-ZP,MQ-L1-V2,2,1
ZA-1,ZA-A,ZA-ZNP,2,1
ZA-2,ZA-B,ZA-ZNP,2,1
ZA-3,ZA-ZNP,ZA-ZP,6,0
ZA-4,ZA-ZP,ZA-ZNP,7,0
ZA-5,ZA-ZP,ZA-L2-V1,2,1
ZA-6,ZA-ZP,ZA-L2-V2,2,1
SI-1,SI-A,SI-ZNP,2,1
SI-2,SI-B,SI-ZNP,2,1
SI-3,SI-ZNP,SI-ZP,6,0
SI-4,SI-ZP,SI-ZNP,7,0
SI-5,SI-ZP,SI-L5-V1,2,1
SI-6,SI-ZP,SI-L5-V2,2,1
MM-1,MM-A,MM-ZNP,2,1
MM-2,MM-B,MM-ZNP,2,1
MM-3,MM-C,MM-ZNP,2,1
MM-4,MM-D,MM-ZNP,2,1
MM-5,MM-ZNP,MM-ZP,6,0
MM-6,MM-ZP,MM-ZNP,7,0
MM-7,MM-ZP,MM-L1-V1,2,1
MM-8,MM-ZP,MM-L1-V2,2,1
NP-1,NP-A,NP-ZNP,2,1
NP-2,NP-B,NP-ZNP,2,1
NP-3,NP-ZNP,NP-ZP,6,0
NP-4,NP-ZP,NP-ZNP,7,0
NP-5,NP-ZP,NP-L1-V1,2,1
NP-6,NP-ZP,NP-L1-V2,2,1
PJ-1,PJ-A,PJ-ZNP,2,1
PJ-2,PJ-B,PJ-ZNP,2,1
PJ-3,PJ-C,PJ-ZNP,2,1
PJ-4,PJ-ZNP,PJ-ZP,6,0
PJ-5,PJ-ZP,PJ-ZNP,7,0
PJ-6,PJ-ZP,PJ-L1-V1,2,1
PJ-7,PJ-ZP,PJ-L1-V2,2,1
PV-1,PV-A,PV-ZNP,2,1
PV-2,PV-B,PV-ZNP,2,1
PV-3,PV-C,PV-ZNP,2,1
PV-4,PV-D,PV-ZNP,2,1
PV-5,PV-ZNP,PV-ZP,6,0
PV-6,PV-ZP,PV-ZNP,7,0
PV-7,PV-ZP,PV-L1-V1,2,1
PV-8,PV-ZP,PV-L1-V2,2,1
RP-1,RP-A,RP-ZNP,2,1
RP-2,RP-B,RP-ZNP,2,1
RP-3,RP-C,RP-ZNP,2,1
RP-4,RP-ZNP,RP-ZP,6,0
RP-5,RP-ZP,RP-ZNP,7,0
RP-6,RP-ZP,RP-L1-V1,2,1
RP-7,RP-ZP,RP-L1-V2,2,1
SA-1,SA-A,SA-ZNP,2,1
SA-2,SA-B,SA-ZNP,2,1
SA-3,SA-C,SA-ZNP,2,1
SA-4,SA-D,SA-ZNP,2,1
SA-5,SA-E,SA-ZNP,2,1
SA-6,SA-ZNP,SA-ZP,6,0
SA-7,SA-ZP,SA-ZNP,7,0
SA-8,SA-ZP,SA-L1-V1,2,1
SA-9,SA-ZP,SA-L1-V2,2,1
AH-1,AH-A,AH-ZNP,2,1
AH-2,AH-B,AH-ZNP,2,1
AH-3,AH-ZNP,AH-ZP,6,0
AH-4,AH-ZP,AH-ZNP,7,0
AH-5,AH-ZP,AH-L1-V1,2,1
AH-6,AH-ZP,AH-L1-V2,2,1
SL-1,SL-A,SL-ZNP,2,1
SL-2,SL-B,SL-ZNP,2,1
SL-3,SL-ZNP,SL-ZP,6,0
SL-4,SL-ZP,SL-ZNP,7,0
SL-5,SL-ZP,SL-L1-V1,2,1
SL-6,SL-ZP,SL-L1-V2,2,1
LA-1,LA-A,LA-ZNP,2,1
LA-2,LA-B,LA-ZNP,2,1
LA-3,LA-C,LA-ZNP,2,1
LA-4,LA-ZNP,LA-ZP,6,0
LA-5,LA-ZP,LA-ZNP,7,0
LA-6,LA-ZP,LA-L1-V1,2,1
LA-7,LA-ZP,LA-L1-V2,2,1
UC-1,UC-A,UC-ZNP,2,1
UC-2,UC-B,UC-ZNP,2,1
UC-3,UC-ZNP,UC-ZP,6,0
UC-4,UC-ZP,UC-ZNP,7,0
UC-5,UC-ZP,UC-L1-V1,2,1
UC-6,UC-ZP,UC-L1-V2,2,1
VFR-1,VFR-A,VFR-ZNP,2,1
VFR-2,VFR-ZNP,VFR-ZP,6,0
VFR-3,VFR-ZP,VFR-ZNP,7,0
VFR-4,VFR-ZP,VFR-L3-V1,2,1
VFR-5,VFR-ZP,VFR-L3-V2,2,1
VIV-1,VIV-A,VIV-ZNP,2,1
VIV-2,VIV-ZNP,VIV-ZP,6,0
VIV-3,VIV-ZP,VIV-ZNP,7,0
VIV-4,VIV-ZP,VIV-L3-V1,2,1
VIV-5,VIV-ZP,VIV-L3-V2,2,1
SB-1,SB-A,SB-ZNP,2,1
SB-2,SB-ZNP,SB-ZP,6,0
SB-3,SB-ZP,SB-ZNP,7,0
SB-4,SB-ZP,SB-L5-V1,2,1
SB-5,SB-ZP,SB-L5-V2,2,1
US-1,US-A,US-ZNP,2,1
US-2,US-B,US-ZNP,2,1
US-3,US-C,US-ZNP,2,1
US-4,US-ZNP,US-ZP,6,0
US-5,US-ZP,US-ZNP,7,0
US-6,US-ZP,US-L1-V1,2,1
US-7,US-ZP,US-L1-V2,2,1
